,section,headline,summary,date
0,Europe,"WikiLeaks, Already Diminished, in Limbo After Assange Arrest",The arrest of WikiLeaks founder Julian Assange deals a blow to the “hacktivist” organization he founded—the influence of which had already dwindled significantly in recent years.,20190411
1,Risk & Compliance Journal,Uber Discloses Investigation Into Allegations of Improper Payments,"The ride-sharing company said in a regulatory filing that it received requests from the Justice Department in 2017 about an investigation into allegations of payments to police in Indonesia and potential improper payments in other countries, including Malaysia, China and India.",20190411
2,Tech,Uber’s Venture Investors Set for a Windfall,"Uber Technologies Inc.’s initial public offering is set to deliver one of the biggest jackpots in Silicon Valley startup history, minting multibillion-dollar fortunes for early investors like Benchmark and the company’s co-founders including Travis Kalanick.",20190411
3,Golf,"Brooks Koepka, Bryson DeChambeau Tie for Early Masters Lead","Brooks Koepka shot a 6-under-par 66 at Augusta National Golf Club to tie Bryson DeChambeau for the lead after the first round of the Masters, one shot ahead of Phil Mickelson.",20190411
4,Media & Marketing,Disney Prices New Streaming Service at $6.99 a Month,"The linchpin of Walt Disney’s streaming strategy, Disney+, will be an ad-free subscription service anchored by programming based on the company’s biggest franchises.",20190411
5,CFO Journal,Uber’s $2.94 billion Insurance Unit Illuminates Challenge of Disruptive Businesses,"As Uber’s offerings extend to include freight, autonomous vehicles and electric scooters, among others, its insurance needs are expected to grow as well, Uber said in regulatory filings announcing its initial public offering.",20190411
6,U.S.,‘Empire’ Weighs Future of Jussie Smollett,"Actor Jussie Smollett’s future with the popular Fox television drama “Empire” is in doubt, people familiar with the situation said, after Chicago authorities accused him of faking a hate crime but ultimately dropped the charges.",20190411
7,Markets,Abraaj Founder Charged With Fraud in U.S.,The founder of insolvent private-equity firm Abraaj Group was charged in the U.S. with defrauding investors by misappropriating more than $230 million from a health-care fund.,20190411
8,Real Estate,Manhattan Office Leasing Is Sluggish,"Businesses leased 3.92 million square feet in Midtown during the first three months of 2019, down 11% from its five-year quarterly average, according to a CBRE Group report.",20190411
9,Heard on the Street,Uber’s Downshift Could Save It a Stall,"Uber’s IPO will be affected by rival Lyft’s poor stock-market performance, but it is taking a less aggressive tack that should give its shares a smoother ride.",20190411
10,Science,Israeli Nonprofit’s Moon Mission Crashes During Landing,"A small spacecraft launched by an Israeli nonprofit crashed while trying to land on the moon Thursday, dashing hopes for the first lunar landing by a private organization.",20190411
11,Review & Outlook,Accountability for Assange,The WikiLeaks rogue is indicted for conspiring to crack U.S. databases.,20190411
12,Review & Outlook,When a Prisoner Is Executed,Another Muslim death row inmate in Alabama pleads for an imam.,20190411
13,Review & Outlook,Downfall of a Dictator,Sudan’s Omar al-Bashir will go down as one of Africa’s worst.,20190411
14,Latin America,Mexican Lawmakers Approve Pro-Labor Changes,Mexico’s lower house passed a landmark labor reform on Thursday that empowers unions to bargain more effectively on behalf of workers.,20190411
15,Markets,White House Seeks to Blunt Use of Informal Agency Actions,"The Trump administration has opened the door for Congress to more easily overturn financial rules issued as guidance rather than in a formal rule-making process, a win for the industry.",20190411
16,Business,Boeing CEO Says Software Fixes Will Make 737 MAX ‘Even Safer’,"Boeing CEO Dennis Muilenburg, in his first public remarks since the fatal crash of an Ethiopian Airlines Boeing 737 MAX last month, said software changes will make the jet “even safer by preventing erroneous angle of attack sensor readings” implicated in that fatal crash and another last year.",20190411
17,Potomac Watch,Barr Brings Accountability,Trump’s foes call it ‘stunning and scary.’ Here’s what they have to be scared about.,20190411
18,Opinion,Japan Welcomes You With a Smile,"Small, thoughtful conveniences make visiting a delight.",20190411
19,Houses of Worship,The Next Big Threat to Iraq’s Christians,Iran-backed militias are keeping minority groups from returning home post-ISIS.,20190411
20,Bookshelf,‘Hotbox’ Review: Prepping the Fiesta,"Two foodie brothers sign up for a stint in the catering business, hobnobbing with wealthy party-throwers and master chefs.",20190411
21,Opinion,Russiagate’s Collateral Victims,I was smeared because I’m a Soviet émigré with GOP connections.,20190411
22,Politics,Ex-Lobbyist David Bernhardt Confirmed as Interior Secretary,"David Bernhardt was confirmed by the Senate as interior secretary, putting another former advocate for business interests at the forefront of the Trump administration’s environmental and energy policy.",20190411
23,Political Economics,The Revolution’s Disappointed Phase,"Insurgent politicians, no less than ordinary ones, find it impossible to please everyone in their coalitions.",20190411
24,Opinion,The Case for a Green ‘No Deal’,"Climate alarmism isn’t popular with the public, so Republicans don’t need an alternative.",20190411
25,Opinion,The Last of the Doolittle Raiders Is Gone,"Dick Cole was one of 80 airmen who set out April 18, 1942, on the first bombing of Japan. He lived to 103.",20190411
26,Politics,Rosenstein Defends DOJ’s Handling of Mueller Report,"Deputy Attorney General Rod Rosenstein defended the Justice Department’s handling of the special counsel’s still-secret report, saying Attorney General William Barr is “being as forthcoming as he can” about redacting and releasing the document.",20190411
27,Business,Campbell Plans to Sell Fresh Unit to Former Executive,Campbell Soup is nearing a deal to sell its Bolthouse Farms fresh-foods brands for about $500 million to a group led by the former chief executive of the troubled division.,20190411
28,National Security,Space Force Brought Down to Earth in Senate Hearing,Senators from both parties told senior Pentagon leaders on Thursday that they were unconvinced a sixth military branch dedicated to space—and the necessary bureaucracy needed to make it run—was the best way to address the emerging threat beyond Earth’s atmosphere from Russia and China.,20190411
29,World,Assange Case Rests in a Legal Gray Zone,The arrest of the WikiLeaks founder has sparked a debate about his case’s implications for press freedom.,20190411
30,Culture,New Museum Exhibits Are Ready to Rock,So much for Rembrandt and Picasso. New York’s museums are suddenly turning their attention to a different group of artistic greats—as in those who have made their mark playing in arenas and amphitheaters.,20190411
31,U.S.,Heavy Snow in the Plains in April: A Rancher’s Struggle,"As a major winter storm dumps over 2 feet of snow across the Plains, ranchers across the region are feeling the freeze.",20190411
32,U.S. Markets,Stocks Finish Session Little Changed,"U.S. stocks wavered, as markets were in a holding pattern ahead of the first big batch of quarterly earnings results set to arrive Friday morning.",20190411
33,Foreign Exchange,Dollar Rises on Strong Economic Data,"The dollar rose Thursday, boosted by strong U.S. economic data. The WSJ Dollar Index, which measures the U.S. currency against a basket of 16 others, was recently up 0.3% at 90.15.",20190411
34,World,Military Ousts Sudanese Dictator as North Africa Rocked by Upheaval,"Sudan’s military seized power from the country’s longtime dictator, Omar al-Bashir, deepening an upheaval of power structures in the North African region.",20190411
35,Business,"3M Sticks Together, as Rivals Break Apart","As other sprawling corporations break up or divest assets, 3M is doubling down on its future as a conglomerate.",20190411
36,Markets,Citigroup President Jamie Forese to Retire,"The No. 2 executive at Citigroup, Jamie Forese, is retiring and will be succeeded by a deputy, the bank’s CEO said in a memo.",20190411
37,U.S.,Suspect Arrested in Burning of Louisiana Churches,"State investigators have arrested a 21-year-old man in connection with the burning of three historic black Baptist churches. Holden Matthews of Opelousas, La., faces three counts of simple arson on religious buildings.",20190411
38,World,U.S. Treasury Sanctions Lebanese Currency Exchange,The Treasury Department levied sanctions against a Lebanese currency exchange for allegedly laundering money for Colombian drug cartels and handling transactions for Iran-backed Hezbollah.,20190411
39,Europe,European Union Paves Way for U.S. Trade-Pact Talks,"The European Union agreed to launch talks for a trade agreement with the U.S., seeking to preserve a truce with President Trump despite competing demands over agriculture.",20190411
40,Film Review,‘Little’: Promising Yet Stumbling,A brash tech mogul transforms into the 13-year-old middle-schooler she once was in Tina Gordon’s bright comedy.,20190411
41,Business,Rite Aid to Stop Sale of E-Cigarettes,"Rite Aid Corp. is halting the sale of e-cigarettes and vaping products in its drugstores, including Juul Labs’s popular nicotine-packed vaporizers, because it is concerned about the number of children and teens using them.",20190411
42,Film Review,‘Dogman’: The Duality of Man,"A canine groomer in Italy is an animal lover and doting father, but he also harbors a darker side.",20190411
43,Film Review,‘Hellboy’: Resurrecting a Monster,This dismal revival suggests that defunct comic-book characters are best left to molder in peace.,20190411
44,Film Review,‘Working Woman’ Review: Unsafe Environment,A mother of three re-enters the workforce to support her family only to discover that the acquaintance who hired her has his own concept of her job.,20190411
45,Business,Boeing Crash Lawsuits Raise Question of Where Claims Should Be Heard,Families of those who perished in deadly airplane crashes in Indonesia and Ethiopia are seeking payouts from plane maker Boeing in U.S. courts—but first they have to convince judges that the cases even belong there.,20190411
46,Bookshelf,Best-Selling Books Week Ended April 6,With data from NPD BookSca,20190411
47,Pro Bankruptcy Bankruptcy,Legal Experts Urge Federal Lawmakers to Fix Consumer Bankruptcy Law,"Parts of the country’s consumer bankruptcy system are badly broken, according to a new report from legal experts who are calling for better protections for homeowners, student-loan borrowers and low-income families who can’t afford to file for chapter 7 protection.",20190411
48,Television Review,‘Les Misérables’ Review: No One Hears the People Sing,This nonmusical production features strong performances and an admirable adaptation of Hugo’s sprawling classic novel.,20190411
49,Television Review,‘Joseph Pulitzer: Voice of the People’ Review: The Ur Media Mogul,The newspaper man wasn’t afraid to make enemies and turned his business into an important political tool.,20190411
50,Credit Markets,"U.S. Government-Bond Prices Fall on Jobs, Inflation Data",U.S. government bond prices fell after data showed declining claims for jobless benefits and rising business prices—both signs of continued economic expansion.,20190411
51,Essay,New Hopes for Dementia Care,"Robot pets, counseling for caregivers and other tools can help patients avoid costly nursing-home placement.",20190411
52,Opinion,‘Oklahoma!’ and ‘The Cradle Will Rock’ Review: Playing at Politics,"Rodgers and Hammerstein receive a woke, 21st-century treatment; Marc Blitzstein’s pro-labor musical gets a revival.",20190411
53,Gear & Gadgets,How Nintendo Made VR Work—Without Those Dorky Helmets,"Using cardboard and rubber bands, the gaming giant has discovered the key to virtual reality play: Ditch the embarrassing headgear.",20190411
54,U.S.,Pentagon Moves Forward with JEDI Contract Despite Ethics Issues,"The Pentagon has identified Amazon.com and Microsoft as finalists for its massive cloud-computing contract, and says the award process will move forward despite being clouded by “potential ethical violations.”",20190411
55,Commodities,Oil Falls on Demand Concerns,Oil prices declined after the International Energy Agency noted worries about global demand in a monthly report.,20190411
56,Best of the Web,Would Patients Be Able to Escape BernieCare?,"For all but a very few, the answer is no.",20190411
57,Opinion,Rent-Seeking Can Be Abused but Has Plusses,"Competing to attract new business is one of the least-poor bad decisions made by politicians, especially by those who are responsible for high-tax, business-unfriendly jurisdictions.",20190411
58,Opinion,The ‘Fight for $15’ Will Leave Many Casualties,"I am continually amazed that many economists, even those trained at our most prominent universities, claim that higher wages don’t reduce the demand for workers.",20190411
59,Opinion,Harris and the Democrats’ View of the Electoral College,"If the Democrats are so bent on eliminating the Electoral College, perhaps they should eliminate their individual state primaries in favor of a one-day, national-vote primary with the plurality winner being the nominee.",20190411
60,Opinion,Securities Buyers Beware of Mad Muni-Bond Mania,More money has been lost reaching for tax advantages than all the stock swindles in history.,20190411
61,U.S.,New Hampshire Lawmakers Pass Bill to Ban Death Penalty,"The New Hampshire state Senate voted to abolish the death penalty, sending the bill to Republican Gov. Chris Sununu with enough support to overcome a planned veto.",20190411
62,Science,"Astronauts Can Withstand Longer Space Trips, New Study of Twins Finds","Astronauts may be better able to withstand long missions to the Moon and even Mars than previously realized, lifting what had loomed as a barrier to space exploration, a unique study of twin astronauts revealed.",20190411
63,Politics,Trump Backs Barr on ‘Spying’ Comments,"The president on Thursday said he agreed with Attorney General William Barr’s assertion that there was spying conducted on Mr. Trump’s 2016 campaign, a characterization Democrats have criticized.",20190411
64,Commodities,Gold Slumps With Dollar Climbing After Upbeat Economic Data,"Gold prices tumbled, hurt by a stronger dollar after data pointed to a pickup in U.S. economic activity.",20190411
65,New York,New York City Agencies to End Reliance on Single-Use Plastic,New York City Mayor Bill de Blasio signed an executive order directing city agencies to end purchasing single-use plastic food containers and cutlery and replace them with compostable or recyclable alternatives.,20190411
66,CIO Journal,Intuit CIO: Be Strategic About the Bots You Build,"Automation has become a top priority for Atticus Tysen, chief information officer of financial software company Intuit Inc., which is using software robots to automate repetitive tasks in the finance and human resources departments.",20190411
67,Politics,Trump Takes an Optimistic Tone on North Korea Nuclear Talks,"President Trump said a third summit with North Korean leader Kim Jong Un “could happen,” though he reiterated he would keep U.S. sanctions on Pyongyang in place until the nation agrees to denuclearize.",20190411
68,Real Estate,Inside a Woodworker’s Dream Shop,"A Stockton, N.J., hobbyist builds live-edge-wood furniture in his $135,000 barn loaded with an array of machinery as well as a dust-collection system.",20190411
69,Heard on the Street,Why Amazon Needs Others to Keep Selling,Jeff Bezos’s letter to shareholders shows why third-party sales have become key to Amazon’s business.,20190411
70,U.S.,Lawyer Avenatti Charged With Embezzling Millions From Clients,"Michael Avenatti was charged in a 36-count indictment with embezzling millions in client funds and other crimes, in the latest trouble for the attorney who represented Stormy Daniels against President Trump.",20190411
71,Middle East,"Israeli Millennials, Tilting Right, Helped Elect Netanyahu","Israel’s millennial voters are taking a harder line on security and peace than the country’s older generations, providing a key bloc of support for Prime Minister Benjamin Netanyahu, who was re-elected in Tuesday’s vote.",20190411
72,U.S. Economy,OMB Proposes Eliminating Waiting Period for Comments on Economic Reports,The Office of Management and Budget is seeking comment on the possibility of slashing a decades-old rule that prevents U.S. officials from making public statements about key government economic reports until one hour after their release.,20190411
73,Media & Marketing,Bidder for Disney’s Sports Networks Accuses Charter of Undermining Sale Process,Big3 Basketball—one of the bidders for regional sports networks that Walt Disney is selling—has lodged a complaint with regulators alleging that cable operator Charter Communications is undermining the sale process.,20190411
