,section,headline,summary,date
0,Asia,North Korea Plans to Destroy Nuclear Test Site,Pyongyang said it would blow up all the tunnels at the country’s northeastern testing ground and remove observation and research facilities ahead of the summit with Donald Trump.,20180512
1,Tech,Top Tesla Executive Leaves for Rival Waymo,"Matthew Schwall, the director of field performance engineering at Tesla and the company’s main technical contact with U.S. safety investigators, joined the Alphabet self-driving-car unit.",20180512
2,Africa,Twenty-Six People Killed in Burundi Ahead of Referendum on Presidential Term,"Twenty-six people were killed and seven others were wounded in an attack by an unidentified terrorist group in rural Burundi, the country’s security minister said Saturday.",20180512
3,Europe,Irish Antiabortion Supporters Rally Ahead of Vote,Abortion opponents demonstrated near Ireland’s legislature as the May 25 referendum to repeal the constitutional ban on the procedure nears.,20180512
4,Business,The Next Battlefield in Washington’s Fight to Contain China? It May Be Portugal,"Chinese hydropower giant plans $10.8 billion tender offer for 77% of EDP it doesn’t already own, but faces potential regulatory hurdles from the U.S. and others.",20180512
5,Tech,"ZTE Says Errors, Not Lies, Led to Failure to Comply With U.S. Terms","ZTE says its failure to fully comply with a U.S. deal resolving sanctions-busting charges was due to faults in internal controls, not deception.",20180512
6,New York,The Latest ‘Glamping’ Destination: Governors Island,"It isn’t much more than a dirt lot with wood platforms right now, but in less than a month’s time Governors Island will host guests willing to pay as much as $500 a night to stay in luxury tents with hotel amenities and views that can’t be matched.",20180512
7,U.S.,‘Nothing But You and the Cows and the Sirens’ — Crime Tests Sheriffs Who Police Small Towns,"As the violent-crime rate in rural areas has risen higher than the national average, small communities in some states hit hard by drugs and declining economies are getting more dangerous, straining law enforcement.",20180512
8,Business,P.F. Chang’s Brings Sort-of Chinese Food to China,The first P.F. Chang’s restaurant to open in China calls itself an “American bistro”—and draws curious diners who want to know what Americans think Chinese food should taste like.,20180512
9,Brussels Beat,The Tortuous Road to a Brexit Customs Deal,"The British government hasn’t agreed on what kind of customs agreement it wants with the EU. Settling that question among ministers is only the first of many obstacles to solving that dilemma, Stephen Fidler writes.",20180512
10,Bonds,Why Doesn’t Your Husband Want to Have Sex?,"Contrary to conventional wisdom, sometimes it’s men who first lose sexual desire in a long-term relationship, a new study finds.",20180512
11,Asia,New Malaysian Leadership Says Defeated Premier Can’t Leave Country,Malaysia’s new leadership said former Prime Minister Najib Razak would be prevented from leaving the country after a flight manifest surfaced showing him booked to fly to Indonesia on a private jet.,20180512
12,Whats News Business Finance,What’s News: Business & Finance,What’s News: Business & Finance,20180512
13,Business,U.S. and U.A.E. Reach New Air Travel Agreement,The U.S. and the United Arab Emirates said they had agreed to preserve their security partnership even as their dispute over alleged government subsidies to Gulf carriers remains unresolved.,20180512
14,Whats News World Wide,What’s News: World-Wide,What’s News: World-Wide,20180512
15,Pepper & Salt,Pepper...and Salt,Pepper...and Salt,20180512
16,Icons,"In New York, Rockwell’s Vision of FDR’s ‘Freedoms’",Four beloved paintings that raised millions in war bonds headline a major exhibition; ‘Rosie the Riveter’ at work.,20180512
17,Politics,Mueller Asked Ford for Records After It Rejected Michael Cohen Consulting Overture,"Michael Cohen, who has served as President Donald Trump’s personal attorney, made an overture to provide consulting services to Ford in January 2017 but was rebuffed, people familiar with the matter said.",20180512
18,Middle East,Low Turnout in Iraqi Election as U.S. and Iran Vie for Influence,"Iraqis went to the polls but in lower numbers than the past, reflecting disillusionment with a political elite they blame for years of corruption and mismanagement that enabled the rise of Islamic State.",20180512
19,Art & Auctions,"In the Art World, Is $100 Million the New $10 Million?",Sales of trophy works such as a $450 million Leonardo da Vinci have auction houses rejiggering other artists’ price levels—and collectors’ expectations.,20180512
20,Asia,Malaysia’s Ex-Leader Najib Razak Quits Party Post After Election Loss,"Malaysian former Prime Minister Najib Razak resigned as leader of his political party and promised to abide by a travel ban, as successor Mahathir Mohamad struggled with factional infighting to assemble a new cabinet.",20180512
21,Business,Exclusive Soho House Wants More Members—Lots of Them,"Soho House, known for chic, members-only properties catering to those in creative industries, is in the midst of a counterintuitive strategy: expanding its limited-entry club model into a global empire.",20180512
