,section,headline,summary,date
0,Whats News Business Finance,What’s News: Business & Finance,What’s News: Business & Finance,20170727
1,Japan,Japan Defense Minister Resigns in Blow to Abe,"Tomomi Inada, a protégé of Prime Minister Shinzo Abe who was once seen as having a chance to become the nation’s first female prime minister, resigned as defense minister over a dispute involving peacekeeping operations in South Sudan.",20170727
2,Corrections,Corrections & Amplifications,"Corrections & Amplifications for edition of July 28, 2017.",20170727
3,Tech,Rocket Maker SpaceX’s Valuation Soars to $21 Billion,"SpaceX has raised as much as $350 million in a new round of financing that boosted the company’s valuation, a vote of confidence for founder Elon Musk who is seeking to prove the rocket maker can become a major satellite operator.",20170727
4,U.S.,Boy Scout Leader Apologizes for ‘Rhetoric’ in President’s Speech,"The Boy Scouts’ chief executive apologized for politically charged remarks President Donald Trump made to a crowd of roughly 40,000 at the organization’s 2017 National Jamboree.",20170727
5,Latin America,U.S. Orders Families of Embassy Employees to Leave Venezuela,"The State Department also advised all Americans against traveling to the country due to “social unrest, violent crime and pervasive food and medicine shortages.”",20170727
6,Markets,Chinese Investors Are Fueling Hong Kong’s Stock-Market Rally,"Mainland investors are gobbling up an increasing share of the Hong Kong stock market, helping to push the Hang Seng Index to its highest level in two years even as markets at home flounder.",20170727
7,Tri-State Area,"Trump Remark Stings Upstate New York, Sparks Debate",New York officials have sought to help people in ailing upstate counties by offering jobs programs or tax cuts. President Donald Trump this week suggested another plan for residents there: Leave.,20170727
8,Autos Industry,UAW Removes ‘Narrow Universe of People’ Amid Training-Fund Allegations,"The United Auto Workers union has removed “a narrow universe of people” it believes to have been connected to an alleged conspiracy to use auto-worker training funds for extravagant personal purchases, according to people familiar with the matter",20170727
9,Politics,Scaramucci Erupts Over Priebus and Leakers,President Donald Trump’s newly appointed communications director acknowledged a power struggle with the White House chief of staff and used profane language in an interview to express frustration with his colleagues.,20170727
10,Politics,Top Military Officer Says No Changes Yet on Transgender Troops,"Gen. Joseph Dunford, chairman of the Joint Chiefs of Staff, said the Pentagon is waiting for further guidance from the White House on the policy toward transgender service members.",20170727
11,U.S.,Prosecution in Martin Shkreli Case Makes Final Push,"During closing arguments for Martin Shkreli’s securities-fraud trial, a federal prosecutor told jurors they could now see “the whole picture”: no cash, unauthorized stock transfers and improper payouts.",20170727
12,National Security,Republicans Set Terms on Debate of Bill Funding Trump’s Border Wall,"The House passed legislation funding President Trump’s promised wall along the border with Mexico, after dodging controversy surrounding transgender military service that threatened to derail the bill.",20170727
13,Middle East,Iran Test-Launches Rocket Designed to Carry Satellites,"Iran successfully test-launched a rocket designed to carry satellites into space, a move that could further inflame tensions with the U.S. as Congress passes new sanctions.",20170727
14,Health Policy,Insurers Say Senate ‘Skinny’ Bill Would Push Up Premiums,Senate Republicans’ effort to pass a health overhaul has become a white-knuckle ride for health insurers that leaves them in a tough spot regardless of the outcome.,20170727
15,Transit,New York City Taxpayers Shoulder Bulk of MTA Funding,None,20170727
16,Tech,Twitter’s Election-Fueled Growth Fizzles,"Twitter posted no meaningful increase in users after getting a bump three months ago from the U.S. presidential election, sending shares down 11% and stressing the challenges the social-media company faces.",20170727
17,Latin America,Former Petrobras CEO Arrested in Corruption Probe,"Brazilian federal police arrested Aldemir Bendine, a former chief executive of Petrobras and Banco do Brasil, as part of a widespread corruption investigation.",20170727
18,World,Macau Developer Found Guilty in U.N. Bribery Case,A federal jury in Manhattan on Thursday found billionaire Ng Lap Seng guilty of bribing Caribbean diplomats to the United Nations.,20170727
19,REVIEW & OUTLOOK,Tax Reform Principles,How to measure the progress of a pro-growth reform.,20170727
20,Commodities,Vale Doesn’t Expect Samarco Venture With BHP to Restart This Year,Brazilian mining giant Vale said its Samarco joint venture with BHP Billiton is no longer expected to resume operations this year after a catastrophic dam disaster in 2015,20170727
21,REVIEW & OUTLOOK,The Nuclear Spirit of Iran,Tehran continues to exploit John Kerry’s missile loophole.,20170727
22,Earnings,Starbucks Brews Stronger U.S. Sales Growth,Starbucks Corp. said on Thursday that it reached the sales growth rate investors had been seeking in its key U.S. market but the coffee giant warned of potential problems in the months ahead.,20170727
23,REVIEW & OUTLOOK,Trump’s Transgender Tweet,Apparently he thinks he can run the government by himself.,20170727
24,Tech,Intel Finds Room to Boost Revenue,Intel Corp. said adjusted quarterly profit increased as the company posted revenue growth in many of its units despite growing competition in core markets.,20170727
25,Economic Data,U.K. Consumer Confidence Falls Again,"U. K. consumers’ mood soured again unexpectedly in July, a survey published Friday showed, with the headline index falling to the level last seen in the immediate aftermath of the Brexit vote as Britons grew uneasy about the country’s economic situation.",20170727
26,U.K.,Police Say ‘Reasonable Grounds’ to Suspect Corporate Manslaughter in London Fire,"Police investigating the deadly blaze at Grenfell Tower said there were grounds to suspect the local council that oversaw the building’s management may have committed corporate manslaughter, according to a letter sent to residents.",20170727
