,section,headline,summary,date
0,U.S.,Chicago Police Release Possible Suspects in Jussie Smollett Attack,Chicago Police said they released two possible suspects without charging them in an alleged attack reported last month by “Empire” television star Jussie Smollett.,20190215
1,U.S.,Gunman Kills Five Employees in Illinois Factory Shooting,"A man being terminated after 15 years at an Aurora, Ill., factory opened fire in his workplace Friday afternoon, killing five employees and shooting five officers before being killed by police.",20190215
2,Politics,"Senate Panel Probes 2015 Meetings Involving Russian Maria Butina and Fed, Treasury Officials","Senators are seeking information about Obama-era meetings between Treasury and Federal Reserve officials and Maria Butina, the alleged Russian agent who pleaded guilty to conspiring to influence U.S. policy.",20190215
3,Politics,Paul Manafort Could Get Two-Decade Prison Sentence,"Paul Manafort could face more than 19 years in prison for crimes including not paying taxes on $16 million in income, prosecutors said.",20190215
4,Corrections,Corrections & Amplifications,"Corrections & Amplifications for the edition of Feb. 16-17, 2019",20190215
5,Pro Bankruptcy Distress,Payless to Close All U.S. Stores as It Prepares for Another Bankruptcy,"Retailer Payless ShoeSource plans to close all of its roughly 2,100 stores in the U.S. and Puerto Rico, in what is likely to be the largest ever retailer liquidation.",20190215
6,Review & Outlook,"$1,973 LEDs and the Green New Deal",How many union workers does it take to screw in a light bulb?,20190215
7,Review & Outlook,Presidents and Guardrails,Obama’s abuses are no justification for Trump’s emergency order.,20190215
8,Review & Outlook,Another Subsidy Letdown,Boston lured GE with millions. The company is now paying it back.,20190215
9,Politics,New Jersey Attorney General Sends Subpoena to Trump Inaugural Committee,"President Trump’s inaugural committee has received a civil subpoena from the New Jersey attorney general, whose Consumer Protection Division is conducting an investigation into the fund.",20190215
10,Foreign Exchange,Euro Falls Amid Talk of New ECB Bank Loans,The euro fell against the U.S. dollar and other developed-market currencies after investors interpreted a European Central Bank official’s discussion of a lending program for banks as a sign of the region’s economic weakness.,20190215
11,Pro Bankruptcy Bankruptcy,Passaic River Cleanup Lawsuit Against YPF Headed to Trial,Argentina’s YPF S.A. lost a bid for a pretrial victory in a multibillion-dollar fight over the cost of cleaning up the contaminated Passaic River.,20190215
12,Cross Country,Gas Shortages Give New York an Early Taste of the Green New Deal,The state is dependent on imports even though it sits atop the abundant Marcellus Shale.,20190215
13,Opinion,NotableQuotable: Ocasio-Cortez’s Aide,‘He was in fact a registered lobbyist for the Marijuana Policy Project.’,20190215
14,Opinion,America Is Torn Between Trump’s Fibs and Progressives’ Fantasies,"The president is a master of little lies, but the left rejects the big truths that sustain politics and culture.",20190215
15,National Security,Judge Rules Roger Stone Can’t Make Media Appearances Outside Courthouse,"Roger Stone won’t be able talk to the media outside the courthouse where he is expected to face trial, a federal judge ruled Friday, saying that she wanted to ensure she could find a jury not “tainted” by the publicity.",20190215
16,Markets,Citigroup Gives CEO 4% Pay Raise to $24 Million,"Citigroup Chief Executive Michael Corbat received a compensation package valued at $24 million in 2018, a 4% increase from the prior year.",20190215
17,Pro Bankruptcy Bankruptcy,"Judge Rules Westmoreland Coal Can Cut Retiree Benefits, Union Contracts",Westmoreland Coal has received permission to end retiree benefits and scrap its union contracts with workers at two of its mines after the company said it needed to make dramatic cuts to its labor costs to survive bankruptcy.,20190215
18,Pro Bankruptcy Bankruptcy,Appeals Court Says Puerto Rico Board Was Illegally Appointed,"The board overseeing Puerto Rico’s public finances was illegally appointed, a U.S. appeals court said in a Friday ruling that casts uncertainty over the U.S. territory’s high-stakes financial restructuring.",20190215
19,Heard on the Street,Toys ‘R’ Dust: Mattel’s Bizarre Warning,"Weak categories still are weak, and Mattel appears less healthy than it made out just a week ago. Management should have been candid about that when reporting earnings instead of letting investors get unjustly excited.",20190215
20,U.S.,Kaepernick Resolves Collusion Grievance With NFL,"Colin Kaepernick and Eric Reid, the NFL stars who led national-anthem protests and alleged that the league’s teams colluded to penalize them for their political views, have resolved grievances they filed against the league.",20190215
21,U.S. Economy,Contradictory Data Confound Economists,"Economic data are usually noisy, but this week included an onslaught of negative and often contradictory signals that made even seasoned economists scratch their heads.",20190215
22,World,Commander Says U.S. Has Flexibility to Keep Some Troops in Syria,"The top U.S. commander in the Middle East said he is moving forward with plans to pull forces out of Syria, but said the military has the flexibility to leave some troops there if President Trump decides to maintain a military presence.",20190215
23,MoneyBeat,Industrial Stocks Are Leading the Market for the First Time in Years,"Industrial shares are on track to drive the stock market’s gains on a quarterly basis for the first time in more than five years, fueling anxiety about a rapid unwind should trade negotiations with China stall.",20190215
24,Business,Private-Equity Firm Great Hill Partners in Talks to Buy Gizmodo Media Group,"Great Hill Partners is in exclusive talks with Univision Communications to buy Gizmodo Media Group, a deal that would add a marquee digital brand to the private-equity firm’s portfolio.",20190215
