,section,headline,summary,date
0,Sports,"Bart Starr, Celebrated Packers’ Quarterback, Dies at 85","Bart Starr, the quarterback who lived up to his last name by transforming a small town in Wisconsin into a football capital as he led the Green Bay Packers to five championships, died Sunday, the team said. He was 85.",20190526
1,Soccer,U.S. Women’s Soccer Team Heads Into World Cup on a Winning Note,"The U.S. women’s soccer team dominated its final tuneup game before the World Cup, beating Mexico 3-0 on Sunday at Red Bull Arena in New Jersey, then exited amid fireworks and a swell of cheers from a near-sellout crowd.",20190526
2,Business,Teva Settles Oklahoma Opioid Case for $85 Million,The Israel-based drugmaker agreed to pay $85 million to resolve claims by the state of Oklahoma that the company’s marketing helped fuel a rise in opioid addiction.,20190526
3,U.S.,Tornado Kills at Least Two in Oklahoma,"A tornado swept through central Oklahoma on Saturday night, killing two people, injuring at least 16 and destroying a trailer park and other businesses in and around the city of El Reno, government officials said.",20190526
4,Culture,Asian Fried Chicken Soars to New Heights,"Move over, KFC. These days, New Yorkers are increasingly seeking out fried chicken done with an Asian flair.",20190526
5,NBA,The Toronto Raptors Have a Kawhi Leonard Edge in the NBA Finals,Kawhi Leonard shut down Giannis Antetokounmpo and the Bucks. Now he may be the best player in a series against the Warriors.,20190526
6,U.S.,Pittsburgh Breathes Easier After Repairs at U.S. Steel Coke Plant,Emissions from the nation’s largest coke plan have nose-dived after a surge in pollution earlier this year prompted health warnings and widespread complaints of bad smells.,20190526
7,Burning Question,When Is It Safe for Children to Start Strength Training?,A professor of orthopedic surgery and pediatrics explains the risks and benefits for children and adolescents—and when it’s OK to add weights.,20190526
8,World Cup,U.S. Women’s Soccer Players to Launch Business,Four players on the U.S. Women’s National Team were frustrated at the lack of financial opportunities after winning the 2015 World Cup. So they’re launching a company to capitalize on this one.,20190526
9,Markets,A Convertible-Bond Boom in China Isn’t All Good News for Shareholders,"Chinese companies have become avid issuers of bonds that convert into shares, building on a stock-market rally to raise funds at low interest rates.",20190526
10,Stocks,Investors Try Stock Picking as Volatility Rises,Sharp equity swings have caught the attention of some individual investors who believe the market has reached a point where picking the right stocks matters more than throwing money into index-tracking funds.,20190526
11,Autos Industry,"Renault, Fiat Chrysler Discuss Merger as Part of Alliance Talks","Renault and Fiat Chrysler are discussing the possibility of a merger, according to people familiar with the matter, as the auto makers explore options for combining their businesses to better cope with slowing sales and the expensive challenge of electric vehicles and self-driving cars.",20190526
12,Health,MIT Scientist’s Biotech Research Is Called Into Question,MIT researcher Dr. Ram Sasisekharan and his team are defending their computer-assisted research against an accusation that they misled the scientific community about the discovery of drugs for the flu and Zika viruses.,20190526
13,Asia,"Trump’s Japan Visit: Golf, Burgers and a Provocative Tweet","Just moments before departing his Tokyo hotel for a round of golf with Japan’s Prime Minister Shinzo Abe, the president wrote on Twitter that he is not bothered by North Korea’s recent missile tests.",20190526
