,section,headline,summary,date
0,Europe,Pope Asks Europe to Do More for Migrants,Pope Francis joined Italy in pressing the European Union to do more to help the country cope with rapidly mounting numbers of people rescued in the Mediterranean.,20150418
1,Europe,ECB’s Draghi Rejects Talk of Greek Exit,"European Central Bank chief Mario Draghi rejected talk that Greece might be forced to leave the euro, reiterating that the eurozone currency is irrevocable.",20150418
2,Slideshow,Republicans Hammer at Obama in New Hampshire,Nearly 20 Republican presidential hopefuls attacked President Barack Obama more than Democratic candidate Hillary Clinton on the closing day of a New Hampshire party conference Saturday.,20150418
3,World,Cyprus Passes Insolvency Laws Sought by Creditors,Cyprus passed insolvency laws with foreclosure rules sought by creditors as a condition for extending more loans to the country.,20150418
4,Autos Industry,"BMW Recalls 91,800 Minis for Air-Bag Fix","German auto maker BMW says it is recalling 91,800 Mini Coopers to fix a defect that may prevent the air bag on the front passenger side of the cars from deploying in a crash.",20150418
5,Asia,Ford Unveils New Taurus for China,"Ford Motor unveiled a new Taurus sedan aimed at affluent Chinese customers, in an effort to stand out in a slowing and increasingly competitive market.",20150418
6,Middle East,"Israel, Palestinians Agree on Tax Funds",Palestinian Authority president Mahmoud Abbas said he has reached an agreement with Israel in which tax revenue it collects for the Palestinians will be transferred after a four-month freeze.,20150418
7,Africa,Violence in South Africa Spreads,Mobs in South Africa attacked shops owned by immigrants in a poor area of Johannesburg following similar violence in another part of the country.,20150418
8,U.S.,"Man Shot, Killed by Chicago Police Officer",Chicago police have shot and killed a man in the city’s South Shore neighborhood after officers said he pointed a gun at them.,20150418
9,Asia,ISIS Allies Claim Deadly Afghan Blast,Militants allied with Islamic State said they were behind a suicide bombing near a bank in Jalalabad that killed at least 33 people.,20150418
10,Middle East,Iran Warns Saudi Arabia on Yemen Airstrikes,"Iranian President Hasan Rouhani harshly criticized Saudi Arabia, warning the country will harvest the hatred it is sowing in Yemen through its airstrike campaign.",20150418
11,The A-Hed,A Downward Dog Eat Downward Dog World,Some yoga and other fitness classes have grown so popular that fans are going to frantic lengths as they jockey for a space to de-stress.,20150418
12,Asia,Australia Arrests Five Teens in Terror Plot,"Five Australian teenagers were arrested Saturday on suspicion of plotting a terrorist attack that included targeting police officers, officials said.",20150418
13,Business,Shopping Mall Developer Taubman Dies,"A. Alfred Taubman, the self-made billionaire who cemented the enclosed shopping mall into American culture has died. He was 91.",20150418
14,Whats News Business Finance,What’s News: Business & Finance,What’s News: Business & Finance,20150418
15,U.S.,Indiana Reports More HIV Cases,An Indiana county at the heart of an HIV outbreak has seen a “significant increase” in the number of cases more than two weeks into a short-term needle exchange program.,20150418
16,Opinion,Pepper...and Salt,Pepper...and Salt,20150418
17,Whats News World Wide,What’s News: World-Wide,What’s News: World-Wide,20150418
18,Politics,GOP Hopefuls Focus Ire at Obama,"With 18 announced and likely Republican presidential candidates in New Hampshire this weekend for a forum, the focus has been more on Barack Obama than on Hillary Clinton.",20150418
