,section,headline,summary,date
0,U.S.,"California Lawmakers, Unions Reach Deal on Minimum Wage","The agreement aims to raise the level to $15 an hour from $10, making it the highest statewide hourly minimum in the nation.",20160326
1,College Basketball,Oklahoma Beats Oregon to Reach Final Four,"Senior Buddy Hield scored 37 points, leading the Sooners to an 80-68 victory over the Ducks.",20160326
2,Middle East,Syrian Forces Seize Three Neighborhoods in Palmyra,"Syrian government forces have seized three neighborhoods inside Palmyra, a town with famed Roman-era ruins that fell to Islamic State militants last May, state media reported on Saturday.",20160326
3,Europe,Man Charged With Murder Over Brussels Attacks,"Belgian authorities have charged a man with murder in connection with Tuesday’s Brussels terrorist attacks, suspecting him of being the terrorist who fled the airport after the deadly suicide bombings.",20160326
4,Election 2016,Washington and Alaska Democrats Gather for Caucuses,"Saturday’s Democratic caucuses in Washington and Alaska, and later in Hawaii, present opportunities for Bernie Sanders to pick up more state wins—and modestly close the gap with Hillary Clinton.",20160326
5,U.S.,U.S. Immigration Program for Foreign Investors Sees Demand Surge,"A controversial federal immigration program offering green cards to some foreign investors had record demand in 2015, as concern that a key provision of the law might expire fueled a surge of aspiring immigrants.",20160326
6,The Week Ahead,Microsoft to Pitch Cross-Device Capabilities to Developers,"At its Build conference, Microsoft will press its case that developers can write an application once and have it run on PCs, tablets, smartphones and game consoles.",20160326
7,Slideshow,Photos: Japan’s First Bullet Train to Hokkaido,"Japan opened its first high-speed Shinkansen service to the northern island of Hokkaido, using the Seikan Tunnel to link Tokyo with some of the island’s ski areas that are popular with tourists.",20160326
8,College Basketball,Fighting Irish Beat Badgers in Slop-Fest,"Wisconsin led 23-19 at halftime, closer to what should be a halftime football score for these two schools, but Notre Dame pulled out a win in the last seconds of the Sweet Sixteen matchup.",20160326
9,Opinion,Pepper...and Salt,Pepper...and Salt,20160326
10,Whats News World Wide,What’s News: World-Wide,What’s News: World-Wide,20160326
11,Whats News Business Finance,What’s News: Business & Finance,What’s News: Business & Finance,20160326
12,World,"For Families of Brussels Victims, Sad News Comes After Long Wait","More families by Friday had learned the fate of their loved ones, as Belgian authorities worked to identify the victims of Tuesday’s bombings in Brussels.",20160326
13,Essay,The Challenge of Easter,"Whether you’re a believer or not, there is no way to ignore the radical claim of the Resurrection.",20160326
14,The A-Hed,Dead King Is Soccer Team’s Most Valuable Player,Leicester City’s miraculous rise in the top English league began after the reburial of Richard III’s long-lost bones.,20160326
