,section,headline,summary,date
0,Business,Federal Safety Investigators Examine Another Fatal Tesla Crash,The National Transportation Safety Board has dispatched investigators to examine a fatal crash last week in California of a Tesla Inc. electric vehicle and determine whether the vehicle’s semi-automated driving system was engaged.,20180327
1,Politics,Sheldon Adelson Facilitated EPA Connection for Israeli Firm,The EPA has signed a deal to test technology from an Israeli company whose executives were twice granted access to EPA chief Scott Pruitt at the request of Republican Party donor and casino magnate Sheldon Adelson.,20180327
2,Corrections,Corrections & Amplifications,"Corrections & Amplifications for edition of March 28, 2018.",20180327
3,Media & Marketing,Bleacher Report Live to Launch in April,Sports site Bleacher Report is joining the fray of streaming services offering live sports events from Union of European Football Associations soccer matches to National Basketball Association games.,20180327
4,New York,"NYPD Special Victims Division Understaffed, City’s Inspector General Says","The New York Police Department doesn’t properly investigate cases of rape in which the victim is acquainted with the attacker, according to a report released Tuesday by the city’s Department of Investigation, which found the Special Victims Division is “severely understaffed.”",20180327
5,Markets,Is the Bear Market Here Yet?,The stock market’s violent swings in recent days have investors wondering anew when the nine-year bull market will finally turn bear. Many investors also are watching for signs of a larger pullback.,20180327
6,Foreign Exchange,"Dollar Gains, Helped by Weaker Euro","The dollar rose against a broad range of currencies, reflecting weaker-than-expected European data and a drop in oil prices.",20180327
7,U.S.,California Faces Pushback From Towns on Sanctuary State Law,"Orange County officials voted to condemn parts of California’s approach to immigration, aligning themselves with the Trump administration as the state increasingly stakes out an oppositional role.",20180327
8,Autos Industry,Uber to Let California Self-Driving-Car Permit Lapse,"Uber Technologies Inc. doesn’t plan to renew its permit to test autonomous vehicles in California, according to a letter from the state’s motor-vehicle department.",20180327
9,REVIEW & OUTLOOK,Europe Targets U.S. Asset Managers,Vestager turns her antitrust cops on stock ownership.,20180327
10,REVIEW & OUTLOOK,Breaking the Schumer Stall,"If Democrats insist on 30 hours of debate, then make them stay in D.C",20180327
11,REVIEW & OUTLOOK,John Paul Stevens for the NRA,The former Justice wants to repeal the Second Amendment.,20180327
12,Russia,Discord Grows After Russia Fire Kills Children,"Russian officials said a shopping-mall fire on Sunday in the Siberian city of Kemerovo killed 64 people, but many people aren’t buying that account, as President Vladimir Putin visits and blames corruption for the tragedy.",20180327
13,Opinion,‘The Sequence’ Is the Secret to Success,"Go to school, work, marry, have children. Why do we fail to convey this message to poor young people?",20180327
14,Opinion,Notable & Quotable: Polling Predictions,‘Asking respondents how their acquaintances would vote was generally more effective at predicting the outcome.’,20180327
15,Opinion,10 Tips for Negotiating With Kim Jong Un,Trump needs to do his homework before sitting down with North Korea. Here’s how to get started.,20180327
16,Politics & Ideas,The Case for Responsible Nationalism,"The excesses of globalization are real, but trade wars aren’t the answer.",20180327
17,Business World,Big Tech Takes Us to the Unknown,"Facebook and Uber are leading us where we haven’t been before, so let’s learn.",20180327
18,Opinion,A Crisis Over Cricket Rocks Australia,"The sport mystifies Americans, but they love it Down Under.",20180327
19,Bookshelf,‘Francis I’ Review: A Royal Renaissance,"The French king sent agents to Italy to find paintings for the royal collection, now the core of the Louvre museum. Other foreign initiatives went less well. John Steele Gordon reviews “Francis I” by Leonie Frieda.",20180327
20,Heard on the Street,Tech’s Risk Bill Comes Due,High valuations haven’t fully reflected a new world of risks. The sector’s growing clout over everyday life raises the specter of what can go wrong.,20180327
21,Property Report,Brookfield’s Underwhelming Bid For GGP Pushes Down Retail REITs,"Shares of retail real estate companies plunged Tuesday, as investors raised concerns that the weak acquisition price for GGP meant that the malaise in the retail world was beginning to drag down values of top-tier malls.",20180327
22,Financial Regulation,SEC Charges Wedbush in ‘Pump-and-Dump’ Scheme,The Securities and Exchange Commission said broker-dealer Wedbush Securities failed to properly supervise an employee who was allegedly involved in a long-running ‘pump-and-dump’ scheme,20180327
