,section,headline,summary,date
0,Business,Authentic Brands Teams With Saks to Bid for Barneys,Barneys New York reached a deal to sell its assets to Authentic Brands Group and investment firm B. Riley Financial and close the luxury chain’s remaining stores.,20191016
1,U.S.,Chicago Cancels Thursday School Classes as Strike Begins,"The Chicago Teachers Union will begin a strike Thursday over demands going well beyond pay, following a national wave of teacher strikes that have brought raises and other benefits in recent years.",20191016
2,Corrections,Corrections & Amplifications,"Corrections & Amplifications for the edition of Oct. 17, 2019",20191016
3,Business,Endeavor Formally Drops Its IPO Plans,"Endeavor—the company behind the Miss Universe Pageant, Ultimate Fighting Championship and the largest talent agency in Hollywood—formally withdrew plans for an initial public offering.",20191016
4,U.S.,U.S. Requires Chinese Diplomats to Inform State Department of Official Meetings,The Trump administration is imposing new requirements on Chinese diplomats in the U.S. in what state department officials say is a bid to level the playing field between the two nations’ diplomatic corps.,20191016
5,Schools,"Girl, 9, Badly Burns Self at Brooklyn School","A 9-year-old girl was in critical condition after accidentally setting her clothes on fire at a Brooklyn charter school, New York Police Department officials said Wednesday.",20191016
6,World,Leader of Mexico’s Powerful Oil-Workers’ Union Resigns,The longtime leader of Mexico’s oil-workers’ union resigned Wednesday amid mounting corruption allegations.,20191016
7,Review & Outlook,"Kurds 354, Trump 60",The President’s retreat takes a bipartisan drubbing in Congress.,20191016
8,Review & Outlook,Why Barcelona Is Burning,Catalan separatism is back ahead of a general election in Spain.,20191016
9,Review & Outlook,Good Riddance to Rikers Island,An opportunity to reform jails the way New York reformed policing.,20191016
10,Europe,Italian Court Lets Leonardo’s ‘Vitruvian Man’ Travel to France,"An Italian court gave the go-ahead for Leonardo da Vinci’s iconic “Vitruvian Man” drawing to travel to the Louvre, after an attempt to block the loan amid acrimony between Italy and France.",20191016
11,Review & Outlook,Warren’s Middle-Class Tax Dodge,Her competitors expose two of her largest political liabilities.,20191016
12,Earnings,Netflix Subscribers Fall Slightly Short of Expectations,"Netflix missed its subscriber target for the second consecutive quarter, raising questions about the company’s ability to fend off competition from traditional media giants who are entering the market with rival services.",20191016
13,CMO Today,Amazon Surges and Facebook Falls Again in Report on Brand Value,"Facebook slid again in a new report on the world’s most valuable brands, while the famous names of Amazon.com and Walt Disney gained.",20191016
14,U.S.,U.S. Unfreezes Some Aid to Central America,The Trump administration is resuming some financial aid to three Central American countries following a decline in arrests of families and children caught crossing the southwest border illegally.,20191016
15,U.S.,Supreme Court Considers D.C. Sniper’s Parole Bid,"D.C. sniper Lee Boyd Malvo’s hopes for a chance at parole reached the Supreme Court, where the inmate’s lawyer argued that his sentence of life imprisonment was imposed without consideration of factors the justices later held were necessary when punishing juveniles.",20191016
16,Pro Bankruptcy Bankruptcy,Highland Capital Management Files for Bankruptcy,Highland Capital Management filed for bankruptcy protection to fend off investors suing it over a hedge fund that closed during the financial crisis.,20191016
17,Politics,"In Letter, Trump Urged Erdogan to Make a Deal","President Trump pressed his Turkish counterpart in a letter last week to “make a great deal” with Kurdish fighters following the launch of Turkey’s military offensive in Syria, warning him: “Don’t be a fool.”",20191016
18,Opinion,Did a Muslim Slave Make Your Chinese Shirt?,A look inside the ‘cotton gulag’ in Xinjiang province.,20191016
19,Opinion,Putin Is the New King of Syria,"The U.S. withdrawal makes Russia the new arbiter of everyone’s interests, including Israel’s.",20191016
20,Heard on the Street,Netflix: The One With the Wavering Subscribers,"Shares jump as subscriber growth returns, but the competitive threat is real.",20191016
21,Opinion,The Democrats’ Big Chill,Another debate shows the race is frozen in place with far too many candidates.,20191016
22,Women in the Workplace,Sheryl Sandberg Faults ‘Broken Rung’ on Corporate Ladder,None,20191016
23,Opinion,Political Correctness Is Bad for Kids,Liberals deny that traditional marriage is ideal for children.,20191016
24,Wonder Land,Joe Biden Isn’t Going to Make It,His son Hunter and Donald Trump aren’t dragging him down. He’s doing it himself.,20191016
25,Bookshelf,‘Stolen’ Review: Kidnapped Into Slavery,"The story of ﬁve free black boys who, in 1825, were abducted in Philadelphia and smuggled south on the “Reverse Underground Railroad.”",20191016
26,Opinion,Rural Voters’ Pride and the Left’s Prejudice,Progressives say the poor go ‘against their interests’ but don’t mind when the rich favor high taxes.,20191016
27,Opinion,NotableQuotable: Disinformation,‘Say the Trump campaign started running an ad that said Cory ran over a dog.’,20191016
28,Risk & Compliance Journal,Companies Closely Watching U.S. Sanctions on Turkey,Companies conducting business in Turkey are bracing for possibly more restrictions and lost revenue in the wake of President Trump’s authorization of new sanctions on the country—a move that could further complicate compliance as geopolitical tensions grow.,20191016
29,World,Germany’s Central-Bank Chief Warns of U.S.-Europe Trade-War Dangers,Deutsche Bundesbankleader Jens Weidmann said Wednesday that rising trade tensions around the world have the potential to slow growth markedly.,20191016
30,Tech,IBM Earnings Fall in Prolonged Sales Slump,IBM’s profit fell 38% as it suffered its fifth consecutive quarter of lower sales.,20191016
31,Markets,Bank of America Profit Falls on Charge,"A one-time charge dented Bank of America’s third-quarter profit, but the bank posted gains in its consumer, wealth and commercial businesses.",20191016
32,Earnings,Alcoa Plans Up to $1 Billion in Asset Sales Amid Growth Fears,The aluminum producer may close facilities over the next few years as it grapples with slowing economic growth.,20191016
33,Economy,Fed Is Buying Treasurys Again. Don’t Call It Quantitative Easing.,"The central bank is buying short-term Treasury debt, but officials say the purchases are nothing like the bond-buying stimulus unleashed by the central bank between 2008 and 2014 to support the economy.",20191016
34,Tri-State Area,New Jersey Seeks Private Transit Help for Mall,New Jersey is looking for ideas on how to build a transit link to a mall and entertainment complex that will open next week in the Meadowlands.,20191016
35,Opinion,A Wealth Tax Is Dumb and Unconstitutional,"The Fifth Amendment to the U.S. Constitution prohibits, among other things, the taking for public use of private property without just compensation.",20191016
36,Podcast,How Campaigns Are Tracking Your Location,Political campaigns have long collected personal information to try to reach voters.The Wall Street Journal’s Emily Glazer explains what it could mean for the 2020 races.,20191016
37,Opinion,"U.K. Is Responsible for Brexit, Not the EU",Brexit was made in Britain. It is not the responsibility of Ireland or the EU to “harmonize” Britain’s Brexit referendum with Britain’s Good Friday responsibilities.,20191016
38,Opinion,Shades of Grey in Mizzou Donor-Intent Issue,The sincerity and competence with which Missouri used the Hibbs gift is laudable and has helped tremendously in educating a generation of students on the value of free markets.,20191016
39,Opinion,When Millennials Move to Your Small Town,We also live in a small conservative town and hope young people from cities  moving here will continue to respect and accept our conservative traditional values as well.,20191016
40,U.S.,Boies Can’t Represent Epstein Victim in Case Against Dershowitz,"A federal judge ruledthat David Boies’ law firm can’t represent an alleged victim of Jeffrey Epstein in her defamation suit against Alan Dershowitz, escalating a feud between two of the country’s most prominent attorneys.",20191016
41,Tri-State Area,New York Lawmakers Consider Reclassifying Gig Workers,"New York state lawmakers should help “gig economy” workers by developing nontraditional ways for them to get benefits, business and technology groups said Wednesday.",20191016
42,Opinion,Ban of T.V. Tobacco Ads Hurt the Smoking Business,"The advertising ban left the industry without the most powerful marketing tools ever created to make smoking seem sexy and glamorous, but also it left this image-shaping arsenal solely in the hands of the shame makers cited in the review.",20191016
43,Crime,Prosecutors Seek Leniency for Former de Blasio Fundraiser,A former fundraiser for Mayor Bill de Blasio who became a cooperating witness in several high-profile corruption trials in New York has been given a glowing review by federal prosecutors ahead of his sentencing.,20191016
44,Homes,A Kitchen That Doubles as an Art Gallery,A New York City renovation resulted in a bold and graphic art-filled space to dine in and to admire,20191016
45,Markets,Regional Lenders Lean on Fees to Fuel Revenue Growth,"U.S. Bancorp and PNC Financial Services Group, two of the country’s biggest regional lenders, posted profit and revenue that were higher than expected, as higher fee income offset slower revenue growth from lending.",20191016
46,Politics,"Mindful of Caucus Resistance, House Democrats Avoid Impeachment Vote","House Democratic leadership is holding off on a vote to launch a formal impeachment inquiry for now, a move that could have upended a central Republican argument but also put vulnerable Democrats at risk.",20191016
