,section,headline,summary,date
0,World,Australia Strikes Deal to Resettle Refugees in U.S.,Some of the hundreds of refugees being held in Australia-backed Pacific island camps are to be resettled in the U.S. under a one-time deal between the countries.,20161112
1,Latin America,"Colombia, FARC Rebel Group Announce New Peace Accord","Colombia‘s government announced a new peace pact with the Marxist FARC rebel group on Saturday, capping six feverish weeks of negotiations.",20161112
2,Election 2016,Clinton Points to FBI Letters as Factor in Election Loss,The Democratic nominee told supporters that FBI Director James Comey’s letters to Congress about her email practices in the final days of the presidential race weighed heavily on her campaign.,20161112
3,Europe,Paris’s Bataclan Reopens a Year After Massacre,A concert by British artist Sting at the Bataclan night at once honored those who died in the attack a year ago and celebrated the theater’s revival.,20161112
4,Asia,Blast at Pakistan Shrine Kills More Than 50 People,"Islamic State claimed the deadly bomb attack at a Muslim shrine in southern Pakistan, which officials said killed at least 52 people and wounded 106.",20161112
5,Autos Industry,GM Bets on Chevy Bolt to Jump-Start Market,"The Chevrolet Bolt, after two decades of false starts on electric vehicles, represents one of General Motors Chief Executive Mary Barra’s biggest bets on the auto giant’s ability to jump-start an underdeveloped market.",20161112
6,Slideshow,Anti-Trump Protests Continue Across U.S.,Protesters unhappy about Donald Trump’s election as president are continuing to take to the streets.,20161112
7,The 10-Point,The 10-Point: Gerard Baker on “The Great Unraveling”,"A personal, guided tour to the best scoops and stories every day in The Wall Street Journal, from Editor in Chief Gerard Baker.",20161112
8,Central Banks,Philippines Returns $15 Million Stolen From Bangladesh Account at N.Y. Fed,"Philippine authorities returned $15 million of $81 million stolen from Bangladesh’s account at the Federal Reserve Bank of New York in a February cyberheist, the first time the South Asian country has been able to retrieve any of the stolen money.",20161112
9,Capital Journal,Reeling Democrats Now Face Identity Crisis,"Democrats, reeling from their election defeats, are facing an identity crisis and leadership vacuum that is shaping debate over who will be the next chairman of the Democratic National Committee.",20161112
10,U.S.,Fargo to Keep Saving Its Pennies in Hopes of Defeating Floods,"Residents in Fargo, N.D., and a nearby county will be pooling their pennies for another 68 years to help cover a massive, multibillion-dollar channel around the city to divert floodwaters from the Red River.",20161112
11,Credit Markets,"Cities, States Rush to Borrow Ahead of Trump’s Promised Building Boom","Donald Trump is promising an infrastructure boom once he becomes president. In some parts of the country, a burst of new construction spending by states and cities is already under way.",20161112
12,Markets,"Retirement Policy Under Trump? Unclear, but There Are Clues","Donald Trump hasn’t said a lot about Social Security funding or other retirement-savings policies, but his few comments—along with congressional Republicans’ proposals—provide some insight on what to expect.",20161112
13,Food & Drink,How to Win at Brunch: It’s All in the Timing,Savvy cooks take the stress out of entertaining by plotting a master meal game plan. Use these recipes and this timeline to pull off an elegant brunch for eight with your equanimity intact.,20161112
14,Asia,SAIC Motor Set to Build and Sell Audis in China,"SAIC Motor, China’s largest auto maker by sales, has struck an agreement that paves the way for it to build and sell Audi vehicles there, people familiar with the deal said, as the German car maker seeks to strengthen its position at the top of China’s luxury-vehicle market.",20161112
15,Bookshelf,Five Best: David Bodanis,The author of “Einstein’s Greatest Mistake” on genius.,20161112
16,Opinion,U.S. Men’s Soccer Team Falls to Mexico in World Cup Qualifying,"For 15 years, the U.S. has owned Mexico at home in World Cup qualifying, racking up four successive 2-0 wins, several of them in the sort of withering cold that descended on Mapfre Stadium just before kickoff Friday night. Two hours later, that streak came to a bitter end.",20161112
17,General News,U.S. Watch,A daily news roundup.,20161112
18,Whats News World Wide,What’s News: World-Wide,What’s News: World-Wide,20161112
19,The Origins of the Trump Revolution,Donald Trump as Nixon’s Heir,"The clearest precedent for Trump is the anti-elite, big-government conservatism of Nixon.",20161112
20,Whats News Business Finance,What’s News: Business & Finance,What’s News: Business & Finance,20161112
21,Pepper & Salt,Pepper...and Salt,Pepper...and Salt,20161112
22,Bookshelf,Twenty-Six Seconds That Changed the World,The most important historical film ever made is 6 feet of 8mm film on a plastic reel shot by a 58-year-old dress manufacturer named Abraham Zapruder. Edward Kosner reviews “Twenty-Six Seconds: A Personal History of the Zapruder Film” by Alexandra Zapruder.,20161112
23,NFL,"NFL Week 10 Predictions: Carolina Keeps It Going, Jets Fare Better","Here are the best bets for this week’s NFL games, based on a mathematical model",20161112
24,U.S.,Anti-Trump Protests Likely to Continue,"Protesters unhappy about Donald Trump’s election as president are continuing to take to the streets, as a refrain of “not my president” has resounded in dozens of mostly peaceful demonstrations across the U.S.",20161112
25,Commodities,"For Australia’s Pearl Farmers, the Wild Is Their Oyster","Australia is the last place in the world where pearls are cultured in wild oysters, using mollusks not from hatcheries but handpicked by divers from the ocean floor.",20161112
