,section,headline,summary,date
0,Soccer,Real Madrid Tops Liverpool in Champions League Final,"After a charmed season, Liverpool fell in the Champions League final to Real Madrid, 3-1, with the team losing its leading scorer early in the match.",20180526
1,Obituaries,"Astronaut, Moonwalker Alan Bean Dies at 86","Former Apollo 12 astronaut and painter Alan Bean, who was the fourth person to walk on the moon and later turned his passion for space into art, died after a short illness.",20180526
2,Business,Canadian Pacific Railway Unions File Strike Notice,The Teamsters Canada Rail Conference and the International Brotherhood of Electrical Workers notified Canadian Pacific Railway of a potential Tuesday night strike.,20180526
3,Tech,"Jeff Bezos: ‘We Must Go Back to the Moon, and This Time to Stay’","Amazon.com founder and CEO Jeff Bezos vowed to use his rocket startup to develop robotic rovers and perhaps human habitats on the moon’s surface, even if such projects fail to win financial support from the U.S. government.",20180526
4,U.S.,Indiana Teacher Who Tackled Shooter Hailed as Hero,"President Donald Trump praised an Indiana middle-school teacher as a hero for tackling a student who opened fire in a classroom Friday, leaving one student in critical condition.",20180526
5,U.S.,Trump Draws Distance From Administration Policy That Has Separated Families,"In a tweet, President Donald Trump suggested that Democrats were responsible for the separation of migrant children from their parents at the border, a policy set by his administration.",20180526
6,Europe,Ireland Votes to Repeal Abortion Ban in a Landslide,"Irish voters overwhelmingly repealed a constitutional ban on abortion, according to an exit poll, a sweeping change that caps an emotion-filled debate and marks another significant step away from the country’s historic Catholic influence.",20180526
7,Slideshow,Irish Supporters of Legal Abortions Celebrate After Referendum,"With a decisive result expected in favor of a repeal of Ireland’s abortion ban, supporters of the move took to the streets in celebration.",20180526
8,New York,Taking the Cream Out of Ice Cream,"A number of local retailers and manufacturers that specialize in making ice cream are offering vegan versions, catering to growing consumer interest for a dairy-free, plant-based alternative.",20180526
9,Art Review,‘Saturated: The Allure and Science of Color’ Review: Vibrant From Any Angle,"An exhibition explores the myriad ways we perceive and use color, from Aristotle’s seven-hue spectrum to modern digital prints.",20180526
10,Opinion,Pepper...and Salt,Pepper...and Salt,20180526
11,Whats News Business Finance,What’s News: Business & Finance,What’s News: Business & Finance,20180526
12,Whats News World Wide,What’s News: World-Wide,What’s News: World-Wide,20180526
13,Politics,"Disabled Yemeni Child, Cited in Supreme Court Review of Travel Ban, Gains Entry to U.S.","Shaema Alomari, a disabled Yemeni girl whose exclusion from the U.S. was  questioned by Supreme Court justices reviewing the Trump administration’s travel ban, arrived in New York for resettlement.",20180526
14,Tech,"China Set to Approve Qualcomm-NXP Deal, a Sign of Easing Trade Tensions","Chinese authorities are set to approve Qualcomm’s planned $44 billion acquisition of NXP Semiconductors in the next few days, in what would be a significant step toward easing U.S.-China trade relations.",20180526
15,Autos Industry,Fiat Chrysler Expected to Outline Future Without CEO Marchionne,"A decade after Chrysler filed for bankruptcy, a nearly debt-free Fiat Chrysler Automobiles is preparing to unveil a growth plan for the next five years at a test track outside Milan.",20180526
16,Business,"In Antibias Training, Starbucks Enlists Hip-Hop Artist, Chairman","Starbucks is hoping that antibias training will help prevent fraught encounters like the one that led to the arrest of two black men at one of its cafes last month, but how effective it will be is an open question.",20180526
17,What’s Your Workout?,Ping Pong Helps a Senior Bounce Back,Intense training and league play at the table-tennis club founded by actress Susan Sarandon brings a New York woman new friends and fitness.,20180526
