,section,headline,summary,date
0,World,"Raid on North Korea’s Madrid Embassy a ‘Grave Terrorist Attack,’ Pyongyang Says","North Korea called a February intrusion of its Spanish embassy an “act of extortion,” marking Pyongyang’s first public remarks about a puzzling raid by secretive dissidents hoping to topple the regime of Kim Jong Un.",20190331
1,College Basketball,The Final Four Is Set After Michigan State Defeats Duke,"The Final Four is set: Michigan State joined Texas Tech, Auburn and Virginia after beating Duke, the basketball tournament's top overall seed. The Spartans won, 68-67, on an unlikely 3-pointer by Kenny Goins.",20190331
2,State Street,Cuomo Tightens Control Over Board Tied to Amazon Deal’s Undoing,"Still stung by the demise of Amazon’s plan to build a campus in Queens, New York Gov. Andrew Cuomo successfully pushed a budget provision that would give him more power over the state board that held sway over the project.",20190331
3,College Basketball,Auburn Is Streaking to the Final Four,"Auburn eked out a 77-71 overtime win against Kentucky in the Midwest Regional Final on Sunday, outlasting a Wildcat squad that outshot and outmuscled them in the paint for much of the game.",20190331
4,World,"Ethiopian, U.S. Investigators Tussle Over Crash Probe",Tension is simmering between U.S. and Ethiopian officials as investigators prepare to release an interim report about the Boeing 737 MAX jetliner that nose-dived after takeoff from Addis Ababa on March 10.,20190331
5,Politics,New York City Set to Get First Congestion Pricing System in Country,"New York lawmakers were poised to create a congestion-pricing system in Manhattan, increase taxes on real-estate transactions in New York City and move toward a public campaign financing system as part of a $175.5 billion budget deal.",20190331
6,Politics,Biden Denies Inappropriate Behavior Toward Women After Allegation,"Joe Biden said he didn’t believe he had ever acted inappropriately toward women but would “listen respectfully” to those who said he had, addressing a controversy as he considers entering the presidential race.",20190331
7,World,Erdogan’s Party Faces Election Setback in Turkey,"The party of President Recep Tayyip Erdogan appeared set to lose political control of the capital and several other big cities in local elections, a rare electoral setback in the Turkish leader’s 16-year rule that capped months of growing economic malaise.",20190331
8,World,Pope Francis Defends Migrants After Morocco Visit,"Pope Francis ended his two-day visit to Morocco with strong words in defense of migrants, emphasizing one of the main themes of the trip and of his pontificate as he pushed back against rising anti-immigration sentiment around the world.",20190331
9,Economy,Economist’s Path From Academia to Politics,"In 1998, economist Stephanie Kelton published a seminal paper on how the government finances spending. In recent years, drawn to the prospect of shaping policy, she has advised Sen. Bernie Sanders.",20190331
