,section,headline,summary,date
0,Election 2020,Democratic Candidates Unite in Support for Abortion Rights,"Virtually every Democratic presidential candidate addressed a leading pro-abortion rights organization Saturday, pledging support for federal funding, even as the public remains divided on the issue.",20190622
1,U.S.,Oregon Capitol Closed After Threats From Militia Groups,Law-enforcement officials closed the state Capitol following threats from militia groups that were made while a partisan showdown has halted all activity in the Oregon Senate.,20190622
2,Politics,Former White House Official to Avoid Congressional Testimony for Now,A former senior White House official cited frequently in Special Counsel Robert Mueller’s report has reached agreement with Democratic lawmakers to avoid testifying before Congress for now.,20190622
3,Middle East,Trump Plans ‘Major’ Iran Sanctions,"President Trump tweeted that he plans to impose “major additional Sanctions on Iran on Monday,” following his decision to call off a military attack on the country.",20190622
4,U.S.,New Hampshire Motorcycle Crash Kills Seven,"Motorcyclists from a club whose members include former U.S. Marines collided with a pickup truck on a rural highway, leaving seven people dead.",20190622
5,Latin America,U.N. Rights Official Takes Pulse of Venezuela Ahead of Key Report,The United Nations top human-rights official said she urged Venezuela’s leaders to release political prisoners and cease torture but also warned that international sanctions could aggravate a dire humanitarian crisis.,20190622
6,Essay,Stonewall Wasn’t the Start of the Gay Rights Struggle,"In the mid-1960s, activist Frank Kameny led a campaign for equality that was rooted in American ideals.",20190622
7,Obituaries,David Plastow Steered Rolls-Royce to a Renaissance,"David Plastow led Rolls-Royce as it emerged from bankruptcy in the 1970s and underwent a renaissance, launching three celebrated models: the Corniche, Camargue and Silver Spirit.",20190622
8,Schools,Rise in Requests for Different School Seats After Brooklyn District’s New Admission Lottery,"In the wake of a new admissions lottery to boost diversity, more families in Brooklyn’s District 15 asked for a change in their middle school assignments for the fall.",20190622
9,U.S.,U.S. Cities Prepare for Federal Immigration Raids,Several U.S. cities are preparing for federal immigration raids beginning Sunday morning as President Trump looked to follow through on plans to move enforcement actions beyond the southern border.,20190622
10,Heard on the Street,It’s Not Too Late for Bayer to Heal,"Shares of chemicals and pharmaceuticals giant Bayer have been laid low by legal liabilities from its deal for Monsanto, but the situation is likely to improve.",20190622
11,U.S.,Marijuana Ties Are Hurting More Filers in Bankruptcy Courts,"The Justice Department is using bankruptcy courts to impose the federal marijuana ban in states that have legalized pot, preventing people who work in the cannabis industry from using bankruptcy to save their home or business.",20190622
12,Markets,"Bitcoin Is Back Above $10,000 and Investors Say This Rally Is Different","Bitcoin rose over $10,000 for the first time in over a year, riding a new wave of optimism about the value and future of digital currencies.",20190622
13,Tri-State Area,"Hoboken Takes E-Scooters for a Spin, and Complaints Follow","In the first 24 hours of launch of pilot program in the city, local police received more than 1,500 complaints.",20190622
14,Opinion,Bulldozing a Modernist Landmark,The looming demolition of Frank Lloyd Wright’s Booth cottage is the latest example in a long history of our culture’s disregard for its architectural past.,20190622
15,Markets,Global Central Bank Shift Eases Drag on Chinese Currency,Shifts toward easier monetary policy by central banks in the U.S. and Europe have reduced some of the downward pressure building on China’s currency.,20190622
16,Personal Technology: Review,How to Spot (and Avoid) Fake Google Maps Listings,"When you search for a local business on Google, your instinct is to trust the top results. But the listings that show up under the map can contain made-up information. Here are signs you’re looking at a fake listing.",20190622
17,Election 2020,Debate Veterans’ Advice for a Crowded Stage: Be Brief and Ready for Broken Rules,"Have one good line ready that could go viral. Don’t count on getting much speaking time, unless you are Joe Biden. And don’t expect your fellow participants to stick to the rules. That is some of the advice for the large 2020 Democratic field as candidates prepare for their first face-off next week.",20190622
18,U.S.,Plastic Bans: What You Need to Know,"Since the start of 2019, 200 bills related to single-use plastics have been introduced in state legislatures. Here’s what you need to know.",20190622
19,China,Hong Kong Protesters Disband After Besieging Police Headquarters,"Demonstrators dispersed after thousands of people besieged the city’s police headquarters Friday, extending a political crisis sparked by a proposed extradition law that the government has since put a stop to.",20190622
20,Whats News World Wide,What’s News: World-Wide,What’s News: World-Wide,20190622
21,World Cup,Women’s World Cup TV Viewership Is on a Record Pace,"The Women’s World Cup is just past the halfway mark and already it is on pace to break several viewership records, both in the U.S. and across the globe.",20190622
22,Whats News Business Finance,What’s News: Business & Finance,What’s News: Business & Finance,20190622
23,Pepper & Salt,Pepper...and Salt,Pepper...and Salt,20190622
24,Politics,Trump Middle East Peace Plan Calls for $50 Billion in Investment,The Trump administration’s Middle East peace plan would marshal $50 billion in investments over 10 years for the Palestinian territories and some neighbors. The blueprint makes no mention of some of the most difficult issues of the conflict.,20190622
25,Middle East,"In Khashoggi Murder Trial, Absence of Crown Prince Aide Stands Out","As Saudi Arabia tries to end the furor caused by the killing of journalist Jamal Khashoggi, the kingdom’s trial of 11 suspects has been criticized for its secrecy and slow pace, and for the prosecutors’ decision not to charge a close aide to the crown prince.",20190622
26,Business,Building the Wind Turbines Was Easy. The Hard Part Was Plugging Them In.,"In the Oklahoma panhandle, one entrepreneur set out to bring cheap wind power to less windy parts of the country. But there was a big snag: the American power grid.",20190622
27,Markets,"For Ponzi Victims, the Aftermath Is Long","When frauds collapse, trustees sweep in to help investors get back some of what they lost; in some cases, investors wait almost a decade for their first checks.",20190622
