,section,headline,summary,date
0,Media & Marketing,Tribune Publishing Names New Chairman and CEO,Tribune Publishing announced that its chairman and chief executive has stepped down a little over a month after the company had rejected a takeover offer from rival McClatchy.,20190117
1,Business,Carlos Ghosn to Stay in Jail After Tokyo Court Denies Bail Again,Carlos Ghosn is set to stay in jail at least until March after the Tokyo District Court upheld its earlier decision to deny his release on bail.,20190117
2,Health Policy,Trump Has Taken Many Steps to Undermine Health Law,The Trump administration has taken many steps to undermine former President Obama’s Affordable Care Act since Republicans in Congress failed to repeal it.,20190117
3,Politics,Proposed ACA Rules Could Boost Costs for Millions of People,The Trump administration proposed changes that could raise health insurance costs for millions of Americans who get coverage on the job or receive subsidies under the Affordable Care Act.,20190117
4,Business,"Apple Supplier Issues Profit Warning, Blames Weak Chinese Demand","Japanese component maker Nidec, an Apple supplier, slashed its earnings forecast and blamed the U.S.-China trade conflict for a sharp slowdown in demand from China.",20190117
5,Politics,Army Releases a Critical History of the War in Iraq,The Army published a study of the U.S. war in Iraq that criticizes decisions of some of the service’s most senior officers and outlines hard-learned lessons from the conflict.,20190117
6,Culture,Broadway Actors’ Strike Could Play a Role in Hindering Shows,"As Broadway enjoys a period of record box-office growth, the union representing actors and stage managers is pushing for a piece of the profits, saying its members are a critical part of the creative process.",20190117
7,Tech,Johnson & Johnson to Use Apple Watch App for Heart-Health Study,A new partnership between Johnson & Johnson and Apple using an app on the Apple watch aims to detect irregular heart rhythms of people with atrial fibrillation before life-threatening events can occur.,20190117
8,New York,NYPD Emails Show Officers Surveilled Black Lives Matter Protesters,"The New York Police Department gained information from undercover sources embedded in the Black Lives Matter protests that swept through the city in 2015, according to hundreds of NYPD emails made public on Thursday.",20190117
9,Politics,State Department Workers Called Back to Their Jobs,"The State Department is calling furloughed employees back to work and will pay all workers for at least two weeks, finding the money despite the partial government shutdown that has cut off funding to the department for nearly four weeks.",20190117
10,Transit,MTA Considers Tying Fare Hike to Service,"The Metropolitan Transportation Authority is weighing linking fare increases to performance goals on buses, subways and commuter trains.",20190117
11,Opinion,"If Weed Is Medicine, So Is Budweiser","Legalize marijuana, but don’t pretend it’s therapeutic.",20190117
12,Bookshelf,‘The Birth of Loud’ Review: Constructive Feedback,"A dual portrait of the rival inventors—one musical, the other not—who made the electric guitar the sound of modern pop. David Kirby reviews “The Birth of Loud” by Ian S. Port.",20190117
13,Potomac Watch,What Bruce Ohr Told the FBI,The Justice official’s testimony raises new doubts about the bureau’s honesty.,20190117
14,Houses of Worship,"How Hinduism Has Persisted for 4,000 Years","With no compulsory dogmas, the religion can reinvent itself over and over.",20190117
15,Markets,Be Careful What You Wish For: Wall Street Hit by Fourth-Quarter Volatility,Wall Street traders for years complained that they couldn’t make money in calm markets. They haven’t fared better in wild ones.,20190117
16,Corrections,Corrections & Amplifications,"Corrections & Amplifications for the edition of Jan. 18, 2019",20190117
17,Markets,JPMorgan CEO Dimon’s Compensation Tops Pre-Crisis Record,"JPMorgan Chase & Co. Chief Executive James Dimon received a compensation package valued at $31 million in 2018, up 5% from $29.5 million in 2017, according to a Thursday securities filing.",20190117
18,Opinion,The Secrets of Jack Bogle’s Investment Success,The skeptics called index funds ‘Bogle’s folly.’ They are now almost 50% of all mutual-fund assets.,20190117
19,Opinion,"Martin Luther King, Colorblind Radical",He flirted with democratic socialism and opposed the Vietnam War but stood against identity politics.,20190117
20,Political Economics,A ‘No Deal’ Brexit Can Save the European Union,"For the bloc to retain its democratic legitimacy, it must let the British have what they voted for.",20190117
21,Review & Outlook,Gillibrand’s Me-Too Moment,"Like Hillary Clinton, she’s running as the women’s candidate.",20190117
22,Review & Outlook,"Shut Up, the SEC Explained",A lawsuit says gagging defendants who settle is unconstitutional.,20190117
23,Review & Outlook,A Bloody Month of Jihad,"Politicians may want to look away, but al Qaeda and ISIS aren’t done.",20190117
24,Politics,Aide to New York Mayor Quit After Sexual-Harassment Accusations,"A former aide to New York City Mayor Bill de Blasio resigned from his role last year after he was accused of sexual harassment, then moved quickly to a public-relations firm with ties to the mayor, the city said.",20190117
25,U.S.,Chicago Officers Found Not Guilty of Conspiracy in Laquan McDonald Shooting,A suspended Chicago police officer and two former officers were found not guilty of falsifying reports and conspiring to cover up the 2014 fatal shooting of Laquan McDonald by police officer Jason Van Dyke.,20190117
26,U.S.,Skadden Arps Settles With DOJ Over Work With Manafort for Ukraine,"Law firm Skadden, Arps, Slate, Meagher & Flom has agreed to turn over $4.6 million it made from work it did for Ukraine in 2012 with ex-Trump campaign chairman Paul Manafort, according to an agreement with the Justice Department released Thursday.",20190117
27,Pro Bankruptcy Bankruptcy,Sears Creditors Oppose Sale to Edward Lampert,"The retailer’s creditors are balking at its proposed sale to hedge-fund manager Edward Lampert, who they accuse of stripping Sears of its best assets before dumping the chain into bankruptcy and cheaply reacquiring it.",20190117
28,Business,PPG Says U.S. Attorney’s Office Investigating Paint Giant’s Accounting Practices,"PPG Industries Inc. said it is under investigation by the U.S. attorney’s office in western Pennsylvania connected to 2017 accounting irregularities, as it also faces an activist investor’s push to break the company up.",20190117
29,Earnings,Netflix Reports Paid Customers Rise on Strength Overseas,"Netflix reported a jump in paid subscribers in the fourth quarter, exceeding its own expectations for growth by drawing in more customers in international markets even as domestic growth slowed.",20190117
30,U.S.,Harvey Weinstein’s Criminal Lawyer Exits Case,"The Hollywood producer and his lawyer, Benjamin Brafman, are parting ways, throwing a wrench in the filmmaker’s legal strategy and potentially delaying his May trial in New York City.",20190117
31,Politics,New Jersey Leaders Reach Deal on $15 Minimum Wage,New Jersey Gov. Phil Murphy and Democratic legislative leaders reached an agreement Thursday on legislation that would raise the state’s minimum wage to $15 an hour.,20190117
32,Heard on the Street,Netflix’s New Hit Is International,"The streaming company reported mixed numbers in its quarterly report, surging in international markets even as its domestic growth flagged.",20190117
33,Oil Markets,"In Canada, Oil Output Cuts Pay Off as Prices Rally","Canadian crude prices have surged to trade at the smallest discount to U.S. oil in a decade, marking an early success for provincial-government efforts to cap supply and boost the country’s income.",20190117
34,Schools,State Places 84 City Schools on Low-Performing List,"New York officials released a list of 245 of the state’s lowest-performing schools, using new measures to identify the bottom 5% of public schools. Those on the list must come up with improvement plans.",20190117
35,Television Review,‘Black Monday’ Review: What Cometh Before the Fall,Showtime’s new show looks at the lead-up to the 1987 market crash.,20190117
36,Television Review,‘Fyre’ and ‘Fyre Fraud’ Reviews: VIP—Very Impractical Party,Two documentaries look at the most epic and ill-planned music event that never was.,20190117
37,Libations,These Apple Ciders Are Wild—Literally,"Ciders pressed from foraged fruit are edgy, earthy, exhilaratingly dry and a worthy match for wintry dishes.",20190117
38,Business,Bid to Create European Train Champion on Verge of Collapse,A mooted Franco-German rail merger seemed on the verge of collapse after people close to the talks said antitrust regulators and the companies behind the deal had reached an impasse in talks.,20190117
39,Business,The U.S. and China Are Hatching a Plan to Reopen Chicken Trade,U.S. and Chinese trade officials are in talks to reopen China’s market to U.S. chicken exports as they seek to forge a new trade deal.,20190117
40,Stocks,Midcap Stocks Try to Shed the ‘Orphaned Index’ Label,Wall Street’s wild ride has shined a light on a segment of the stock market that is often forgotten: midcap stocks.,20190117
41,Technology Essentials,Mads Mikkelsen Helps Build the Death Star (Again),"The “Rogue One” saboteur and star of two new films, “Polar” and “Chaos Walking,” on his basketball obsession and talent for being a Lego know-it-all.",20190117
42,Music Review,‘Stomping Off From Greenwood’ by Greg Ward Review,The saxophonist’s Rogue’s Parade ensemble reveals its invigorating rapport on a new album.,20190117
43,Middle East,Islamic State Returns to Guerrilla Tactics as It Loses Territory,"Islamic State is reverting to the guerrilla-style tactics it employed in its early days to strike targets, including a suicide bombing it claimed in northern Syria this week, as it stands to lose the last sliver of territory it controls.",20190117
44,Fashion,Found: Men’s Socks That Aren’t Patterned—or Plain,"Tired of crazy stripes and polka dots, but still want a little style? Here’s the answer",20190117
45,Overheard,PPG Paints Itself Into a Corner,The Pittsburgh coatings giant has little choice but to bow to criticism from Trian Fund Management.,20190117
46,Heard on the Street,U.S. Economy Flying Blind as Engine Sputters,"The shutdown is hitting the economy and constricting the flow of data by which to gauge how big the hit actually is. For investors and policy makers, forecasting has become like flying through a storm without instruments.",20190117
47,Gear & Gadgets,The Best (and Worst) Ways to Make Your Phone Battery Last,"Oh, those late nights when your phone’s fading fast. Consider these strategies to squeeze out every ounce of battery life.",20190117
48,Markets,American Express More Than Doubles Annual Profit,"American Express on Thursday reported solid financial results for the most recent period, capping a record year.",20190117
49,Theater,‘Choir Boy’ Review: A Familiar Sermon,"Tarell Alvin McCraney’s coming-of-age play about a gay student grappling with his sexuality at an all-black, all-male prep school has a good message, excellent performances but few surprises.",20190117
50,Foreign Exchange,U.S. Dollar Loses Earlier Gains,The U.S. dollar gave up earlier gains and edged lower on Thursday following a report that government officials are considering easing tariffs on China.,20190117
51,Commodities,Oil Declines on Worries Over Rising U.S. Inventories,Oil prices declined as investors worried about rising U.S. oil production and bulging inventories of gasoline amid sluggish demand that may point to a coming economic slowdown.,20190117
52,Streetwise,The Bear Necessities: Finding Value in a Sea of Debt,"This week’s annual parade of bears and bulls in London showed an intriguing agreement on two points: Companies with little debt are very expensive, and cheap companies are really very cheap indeed.",20190117
53,Credit Markets,U.S. Government Bonds Pull Back After Strong Data,Treasurys fell as traders responded to better-than-expected data on regional manufacturing activity and a report that U.S. officials are debating whether to scale back tariffs on Chinese imports.,20190117
54,Markets,Bank of America’s Wealth-Management Business Bucks Trend,Bank of America’s wealth-management business did what its Wall Street rivals couldn’t during a wild fourth quarter: It grew its revenue.,20190117
55,Markets,BlackRock’s Assets Fall Sharply,"Money manager Blackrock’s assets fell below the $6 trillion mark in the fourth quarter, a sign of how volatile markets and investor jitters pose new challenges.",20190117
56,Pro Bankruptcy Bankruptcy,Gymboree Files for Chapter 11 Bankruptcy Protection Again,Children’s clothing retailer Gymboree Group filed for bankruptcy protection for the second time in less than two years and plans to shut all Gymboree and Crazy 8 stores and start going-out-of-business sales as early as Friday.,20190117
57,Film Review,‘Glass’ Review: Shyamalan Shattered,The latest from M. Night Shyamalan sees characters from ‘Unbreakable’ and ‘Split’ wreaking haThe latest from M. Night Shyamalan sees characters from ‘Unbreakable’ and ‘Split’ wreaking havoc in Philadelphia.,20190117
58,CIO Journal,"Amazon, Alphabet and Walmart Were Top IT Spenders in 2018","Amazon.com spent more than $13.6 billion on technology in 2018, making it the biggest corporate IT spender in the world, according to new research from International Data Corp.",20190117
59,Best of the Web,Remember When Politicians Promised to Make College Affordable?,New Fed research highlights the crushing burden of government-subsidized tuition.,20190117
60,Media & Marketing,MoviePass Parent Hopes to Spin Off Cinema-Subscription Business,"The parent company of MoviePass wants to spin off the struggling movie-theater subscription service and has formed a new entity that would take possession of its shares, as a prelude to letting that entity trade on its own.",20190117
61,Business,Germany Weighs Banning Huawei From 5G,"Germany is exploring ways to ban the use of Huawei products in the country’s telecommunications infrastructure, extending the Western backlash against the Chinese tech firm over security concerns.",20190117
62,Opinion,Democrats Enthusiastic for Border Security?,"A cynic might wonder why Democrats a decade ago, with President Obama in the White House and full control of Congress, didn’t seem very interested in border security.",20190117
63,Opinion,Trump’s Curious Version of Afghan History,President Trump’s history of the war in Afghanistan isn’t only dead wrong but excuses the Russians for their criminal invasion of the country in 1979.,20190117
64,Opinion,We’re Helping Close an Israeli Political Rift,A gateway exists which opens doors both to positive relationships with the Israel Defense Forces and to job opportunities for an increasing number of ultra-Orthodox Israelis.,20190117
65,Europe,Berlusconi Is Back for One More Try,The octogenarian Italian businessman turned politician said he will run in the European Union parliamentary election. Mr. Berlusconi’s pitch to Italians included a call to throw out the country’s populist government and defend Europe’s Christian roots.,20190117
66,Opinion,Ciceronian Retirement and 21st-Century Demographics,"Cicero or Montaigne’s advice for solitary and inner-directed living, therefore, might need some updating.",20190117
67,Russia,Putin Bolsters Serbia Ties as Western Sway Grows in the Balkans,Russia’s Vladimir Putin promised regional partner Serbia more investment and stronger defense ties during a visit aimed at securing Belgrade’s continued loyalty at a time of growing Western influence in the Balkans.,20190117
68,Rumble Seat,Big Questions—and a Few Answers—Coming Out of the Detroit Auto Show,"Thanks to a welcome shift in location, to downtown Motor City, the next auto show is 18 months away. Plenty of time for the automotive landscape to shift, says Dan Neil. Here’s what to expect",20190117
69,Business,Moonves to Fight CBS Decision to Deny $120 Million Severance,"Leslie Moonves, the former CEO of CBS who resigned amid accusations of sexual harassment, is challenging the company’s decision to deny him a severance package of $120 million.",20190117
70,Politics,Trump Outlines Broader Missile-Defense Strategy,President Trump called for an expanded and more sophisticated missile-defense system and said U.S. allies must share in future costs of protection.,20190117
71,Editor's Letter,WSJ. Magazine Editor’s Letter: Lucky Stars,Editor in Chief Kristina O’Neill introduces the February 2019 issue of WSJ. Magazine.,20190117
72,U.S.,"Thousands More Children Were Separated From Parents by U.S. Authorities, Watchdog Says","Thousands more children were separated from their parents by U.S. immigration authorities at the border than had been “generally known,” a government watchdog said, adding that the total number will likely never be known.",20190117
73,Middle East,EU Nations Set to Snub Washington’s Latest Anti-Iran Push,Fresh U.S. efforts to enlist Europe in its pressure campaign against Iran faced a setback after officials said ministers from several European Union countries will likely skip a summit organized by Washington on Iran and the Middle East.,20190117
74,Economic Data,"The Labor Market Is Strong, Despite Concerns About a Hiccuping Economy","A gauge of layoffs across the U.S. fell last week, signaling the labor market remains robust despite fears of slowing economic growth and the government shutdown.",20190117
75,Word on the Street,Kondo-ing: A Guru of Organizing Becomes a Verb,"The guru of tidying up joins a long line of namesake coinages, from Pasteur(ize) to Bork.",20190117
76,U.S. Economy,Fed’s Quarles Upbeat on U.S. Economy,"Fed Vice Chairman for Supervision Randal Quarles said the outlook for the U.S. economy remains very good, although he refrained from commenting on what that might mean for the central bank’s interest-rate decisions.",20190117
77,Essay,Shutdown Shock May Endure for Federal Workers,"Even short interruptions in pay can inflict a lasting financial and emotional toll, researchers have found",20190117
78,Heard on the Street,Morgan Stanley Gets Its Turn in the Penalty Box,"Shares of Morgan Stanley fell after the bank reported weak fourth-quarter trading results, which were worse than Wall Street peers. However, investors shouldn’t overreact to the company’s disappointing quarter.",20190117
79,Politics,Grassley Sees Shutdown Delaying Major Trade Talks,The chairman of the Senate Finance Committee said the Trump administration’s trade negotiations appear to be in jeopardy amid reductions in staff at the U.S. trade representative’s office. The White House denied it.,20190117
