,section,headline,summary,date
0,Asia Economy,"China’s Manufacturing Remains Listless, if Slightly Improved","After falling for four straight months, the manufacturing purchasing managers’ index rose a tick, beating economists’ expectations.",20190130
1,Earnings,Qualcomm Expects Another Drop in Revenue,Qualcomm’s revenue is expected to decline for the third consecutive quarter as Apple and others continue to withhold royalty payments amid legal challenges.,20190130
2,Business,"New Details on Amazon, Berkshire Hathaway, JPMorgan Health Venture Emerge in Court Battle","Health giant UnitedHealth Group went to court to try to stop a former executive from working for a company it sees as a competitor, the health-care venture launched by Amazon, Berkshire Hathaway and JPMorgan Chase.",20190130
3,Politics,U.S. Changes Visa Process for High-Skilled Workers,"The Trump administration unveiled changes to how the coveted visas for high-skilled foreign workers are allocated starting in April, in a bid to boost the number awarded to people with advanced degrees from U.S. universities.",20190130
4,Law,"Family Behind OxyContin Maker Made Billions, Say Court Papers","The controlling family behind the maker of opioid painkiller OxyContin took home billions of dollars over the past decade, even as sales of the drug waned, newly revealed parts of court documents show.",20190130
5,Tech,Samsung Posts Slide in Fourth-Quarter Net Profit,The South Korean firm’s bleak financial results reflect the latest fallout from China’s slowing economic growth and ongoing trade tensions with the U.S.,20190130
6,Tri-State Area,"New York City Council Weighs Ban on Flavored E-Cigarettes, Menthols","The proposed ban would affect menthol, mint- and wintergreen-flavored cigarettes and all flavored e-cigarettes, which have come under increased scrutiny as rates of underage vaping rise.",20190130
7,Earnings,PayPal’s Earnings Fell 6% in Quarter,The payments company said its expenses grew at a faster pace than its revenue in the fourth quarter.,20190130
8,Corrections,Corrections & Amplifications,"Corrections & Amplifications for edition of Jan. 31, 2019",20190130
9,Politics,Lawmakers Seek to Break Immigration Impasse,"Negotiations over border security began Wednesday, as House Democrats unveiled an opening offer and signaled flexibility in coming talks even as the idea of a border wall appeared to remain a sticking point.",20190130
10,Politics,What Can the U.S. Sell China? Services,"As negotiators meet this week to hammer out a new U.S.-China trade deal, analysts say part of the solution is for the U.S. to sell more business services to the Chinese.",20190130
11,Review & Outlook,The Fed Apologizes,"Powell continues his rehabilitation tour, and markets applaud.",20190130
12,New York,"New York City Council, Again, Presses Amazon on Deal","New York City Council members grilled Amazon executives and city officials for the second time on a proposal for a new Queens campus, focusing on what they say is the “misleading” economic benefit to the city in exchange for $3 billion in incentives.",20190130
13,NewsPlus,Robust China Demand Could Keep Oil Supported,One of the worries for oil investors has been China’s economy. But Jefferies discounts those fears based on tanker-traffic data.,20190130
14,Review & Outlook,Who’s Afraid of Howard Schultz?,Democrats seem to be afraid he might give them a policy debate.,20190130
15,Politics,"Documents on Indicted Russian Company Were Leaked Online, Mueller’s Office Says","Purported hackers obtained and leaked confidential information about special counsel Robert Mueller’s investigation as part of a pro-Russian disinformation campaign that appeared to be aimed at discrediting the inquiry, Mr. Mueller’s office disclosed.",20190130
16,Review & Outlook,Philadelphia’s Union Indictments,"Even by Big Labor standards, the charges are startling.",20190130
17,Markets,"Goldman Feasts at Expense of Food-Company Client, Suit Says","Goldman Sachs Group put its interests ahead of that of a corporate client in advising on an acquisition last year, a lawsuit alleges.",20190130
18,U.S.,Prosecutors Close ‘El Chapo’ Trial With Lengthy Appeal to Jurors,"U.S. prosecutors in Brooklyn, N.Y., made their final pitch to jurors to find Joaquín ‘El Chapo’ Guzmán Loera guilty of smuggling tons of illegal drugs to the U.S., after calling more than 50 witnesses to testify against him.",20190130
19,Business,High-Wire Audit Looms as Regulators Scrutinize KPMG and GE,"Year-end audits are usually routine affairs, but with GE under investigation and KPMG under scrutiny from its regulators, this one could cause fireworks.",20190130
20,Heard on the Street,Microsoft’s Cloud Should Shine Past PCs Pain,"PC slump hurts, but investors should keep eye on growing cloud prize.",20190130
21,ANALYSIS,The Fed’s Mysterious Pause,The Federal Reserve’s monetary tightening hasn’t just paused; it may be over.,20190130
22,Politics,VA Issues New Rules Expanding Access to Private Care,"The Department of Veterans Affairs announced new rules greatly expanding the amount of medical care provided to military veterans through the private sector, potentially costing billions of dollars and fueling debate over the privatization of the health services.",20190130
23,U.S.,Former College Basketball Coach Pleads Guilty in NCAA Bribery Case,"The former Oklahoma State assistant coach, Lamont Evans, is the third person this month to plead guilty in the case, which was set to go to trial this spring.",20190130
24,Tech,Microsoft’s Gains Tempered by Chip Shortages,The tech giant said computer-chip shortages cut into expected sales of its Windows operating system in the last three months of 2018 and that the scarcity hasn’t been resolved.,20190130
25,Earnings,"AT&T Sheds Pay-TV Customers, but Wireless Profits Surge","AT&T’s pay-television business lost more than 650,000 customers, as cord-cutting continued to take its toll, but the media business and surging profits in wireless helped the bottom line.",20190130
26,Wonder Land,The State of Trump’s Union,Here’s how to make sure Nancy Pelosi rises to applaud the president’s speech.,20190130
27,Opinion,‘The Prosperity Paradox’ Review: A Better Way to Fight Poverty,The current foreign-development paradigm of government-funded programs should be replaced by an entrepreneurial model.,20190130
28,Opinion,‘Medicare for All’ Will Terrify Voters,It sounds good until people realize it means losing their existing plans.,20190130
29,Opinion,Don’t Rush Into Afghan Peace,A premature pullout makes an enduring agreement unlikely.,20190130
30,Opinion,"Jackie Robinson, the Complete Ballplayer",He reinvented the position of second baseman.,20190130
31,Opinion,This May Be the Worst Regulation Ever,A USDA rule about labels on ‘bioengineered’ food costs hundreds of millions and has no benefits.,20190130
32,Opinion,Bring Missile Defense Down To Earth,Remotely piloted drones are better suited than space-based lasers for shooting down ICBMs.,20190130
33,Earnings,Visa Posts Strong Profit as Consumers Shift to Cards From Cash,"Visa reported strong earnings driven by growth in payments volume as more consumers use cards to make purchases, but warned that political uncertainties could affect consumer spending.",20190130
34,Heard on the Street,Facebook Is Now a Family Affair,"Facebook’s core platform is slowing, but its broader ‘family’ of apps continues to thrive.",20190130
35,Business,"PG&E Violated Probation, Federal Judge Says in Heated Hearing",U.S. District Judge William Alsup found PG&E in violation of its criminal probation in a testy hearing in which he questioned the company’s honesty and commitment to safe operations.,20190130
36,Earnings,Mondelez Continues to Raise Snack Prices,"The Deerfield, Ill.-based maker of Oreo cookies, Wheat Thins and other snacks began raising prices last year and says charging more for its snacks in the U.S. will help cover rising costs this year.",20190130
37,Business,Qualcomm Tax Move Will Save Firm $570 Million,The California-based semiconductor maker will reduce its exposure to new tax-code provisions by reclassifying some foreign units as domestic branches of its U.S. business.,20190130
38,Politics,Trump’s Attacks on Spy Agencies Called a National Security Risk,"President Trump questioned the competence of U.S. intelligence agencies whose assessments of Iran and North Korea differ from his own, sparking warnings from national security experts and lawmakers that such comments expose the U.S. to greater risks.",20190130
39,Foreign Exchange,Dollar Falls After Fed Signals Pause,The dollar declined Wednesday after the Federal Reserve strongly suggested that it would take a significant break before possibly raising interest rates again.,20190130
40,Tech,Apple Bans App Used by Facebook in Escalating Privacy Fight,"Apple banned a Facebook research app for breaking its rules around data collection, in an escalating battle between the tech giants over user privacy.",20190130
41,CIO Journal,"No More ‘Next Big Thing,’ Trade Group Says","The annual phenomena of new market-ready IT capability is becoming less relevant in an already technology-laden business world, a new report said.",20190130
42,Middle East,"Saudi Arabia Closes Corruption Crackdown, Courts Investors","The campaign ensnared princes, officials and businessmen and spooked investors the kingdom needs to reshape its oil-dependent economy.",20190130
43,Tri-State Area,New Jersey Mayors Want Pot Convictions Expunged,A coalition of New Jersey mayors called for the expungement of marijuana-related offenses as state lawmakers hammer out a deal to legalize the recreational use of the drug.,20190130
44,Tech,New York Opens Investigation Into Apple FaceTime Bug,"New York state launched a probe into Apple’s response to a bug in its FaceTime video-chat system that allowed callers to eavesdrop on others using the technology giant’s devices, deepening the scrutiny of a security setback that has undermined the company’s privacy position.",20190130
45,Tech,"Apple Engineer Stole Material on Autonomous Vehicles, FBI Alleges","An Apple Inc. engineer allegedly stole intellectual property related to the company’s autonomous-vehicle program and sought work at a China-based competitor, according to federal law-enforcement officials.",20190130
46,Politics,"Charles Hynes, Former Brooklyn District Attorney, Dies at 83","Mr. Hynes was first elected in 1989 and went on to serve 24 years running the prosecutor’s office, changing how it treated some drug users and people accused of domestic violence. He was also criticized for wrongful convictions overturned under his successors.",20190130
47,Markets,Consumer-Staples Stocks Fall Out of Favor,"Shares of companies selling everyday household goods such as cereal, shampoo and dish soap are underperforming the S&P 500 in January.",20190130
