,section,headline,summary,date
0,U.S.,Barr Sees Path to Legally Add Census Citizenship Question,"Attorney General William Barr said he expects to find a legal way to add a citizenship question to the 2020 census, less than a week after the Justice Department said it would drop the attempt in the wake of a Supreme Court decision blocking it.",20190708
1,Journal Reports: Funds/ETFs,U.S.-Stock Funds Are Up 17% So Far in 2019,"Even as stocks hit highs, investors continue to send their money mostly to bond funds.",20190708
2,Journal Reports: Funds/ETFs,The Pitfalls of ‘Designated Beneficiaries’ for Mutual-Fund Accounts,“Transfer on death” accounts go directly to beneficiaries upon the owner’s death. But they still need to be carefully coordinated with the owner’s overall estate plan.,20190708
3,Journal Reports: Funds/ETFs,What Investors Need to Know About Bond ETFs,"Money has been pouring into bond ETFs, thanks to uncertainty over the stock market.",20190708
4,Corrections,Corrections & Amplifications,"Corrections & Amplifications for edition of July 9, 2019",20190708
5,Journal Reports: Funds/ETFs,The Impact of TV Ads on Stock Trading,"New research suggests that commercials can spark investor curiosity, leading to a slight boost in trading activity in the advertiser’s stock the next day.",20190708
6,Journal Reports: Funds/ETFs,A Fund Manager Defends One of the Worst Records in Recent History,"Bob Auer, the manager of the Auer Growth Fund, believes his unique family investing formula will deliver superior performance in the end.",20190708
7,Journal Reports: Funds/ETFs,Can Low Rates Explain High Stock Prices? Not So Fast.,"The S&P 500’s P/E is well above its long-term average. Data suggest stocks may be overvalued, even with today’s low interest rates.",20190708
8,Journal Reports: Funds/ETFs,"Index-Fund Firms Gain Power, but Fall Short in Stewardship, Research Shows",Professors are concerned that opportunities to help companies and the economy will be missed.,20190708
9,Journal Reports: Funds/ETFs,Cannabis ETFs Aren’t the Same,"ETFMG Alternative Harvest and AdvisorShares Pure Cannabis may track the same industry, but they are quite different in terms of holdings.",20190708
10,Journal Reports: Funds/ETFs,A ‘Space ETF’ Hopes Its Trading Symbol (UFO) Isn’t a Warning,Procure Space ETF focuses on satellite makers and other companies that get most of their revenue from space-related work.,20190708
11,Journal Reports: Funds/ETFs,An S&P 500 ESG Fund Starts Strong,The Xtrackers S&P 500 ESG ETF is the first U.S. exchange-traded fund to track the new ESG version of the index.,20190708
12,Journal Reports: Funds/ETFs,What Is a Stock Rerating?,"In Translation: The term, when used to describe stocks, refers to changes in investor sentiment.",20190708
13,U.S.,Trump Rule Requiring Drug Prices in TV Ads Blocked,"A federal judge sided with manufacturers, saying the regulation would violate free speech. It was a key part of the president’s push to lower the cost of prescription medication.",20190708
14,World,Trump Criticizes Departing U.K. Leader May,"President Trump took a swipe at departing U.K. Prime Minister Theresa May over her handling of Brexit, while declaring the U.S. would “no longer deal with” the British ambassador, who was critical of Mr. Trump.",20190708
15,Markets,Short Seller Targets Anta in Another Attack on China’s Biggest Sportswear Company,"Carson Block’s Muddy Waters, a short seller, took aim at Anta Sports Products, becoming the third firm in little more than a year to question the financials of China’s most valuable sportswear company.",20190708
16,Politics,Kris Kobach Launches Run for U.S. Senate Seat,"Kris Kobach launched a run for the U.S. Senate, vowing to make illegal immigration the top issue in his campaign and triggering alarm in Republicans who fear his divisive candidacy could cost the party an otherwise solid seat in Kansas.",20190708
17,U.S.,New York City Asks Supreme Court to Drop Gun Case,"New York City has asked the U.S. Supreme Court to drop its planned review of a gun-rights case, saying legal disputes over transporting handguns no longer exist due to changes in city and state law.",20190708
18,Election 2020,Eric Swalwell Drops Out of Presidential Race,"The California representative became the first Democrat to withdraw amid weak fundraising and polling numbers, saying he would instead seek re-election to his House seat.",20190708
19,Politics,New York Enacts Law Allowing Release of Trump’s State Tax Returns,New York Gov. Andrew Cuomo signed legislation that would pave the way for key members of Congress to acquire President Trump’s state tax returns.,20190708
20,Media & Marketing,Women’s World Cup Final Drew Higher U.S. Ratings Than Men’s,"About 14.3 million Americans tuned in to watch the U.S. Women’s National Team claim its fourth World Cup title Sunday, beating the Netherlands 2-0 and delivering a ratings win for Fox Sports.",20190708
21,Review & Outlook,Justice’s Antitrust Confusion,The regulators protect web giants by blocking local TV mergers.,20190708
22,Review & Outlook,Republican Senate Harakiri,GOP voters will have to decide if they want a Democratic majority.,20190708
23,Review & Outlook,As the Deutsche Bank Turns,Politicians share the blame for this financial soap opera.,20190708
24,Business,REI to Resume Business With Outdoor Company After Firearm Divestiture,Outdoor retailer REI said it would resume doing business with Vista Outdoor after the company said it had agreed to sell its firearm business.,20190708
25,Markets,"After a Strong First Half, Stocks Tend to Stay Higher","After U.S. stocks notched the strongest first half of a year since 1998, history suggests they are likely to finish off 2019 higher than they started.",20190708
