,section,headline,summary,date
0,Slideshow,Photos: Some Notable Recipients of the Purple Heart,"The nation’s oldest military honor, for those wounded or killed while serving, has been awarded to an estimated 1 million to 1.8 million service members.",20190612
1,Politics,Supreme Court Is Asked to Delay Census Ruling,Immigrant advocates asked justices to postpone ruling on their legal challenge to the addition of a census citizenship question.,20190612
2,NHL,St. Louis Blues Win the Stanley Cup,The St. Louis Blues won the first Stanley Cup in their 52-year history with a 4-1 victory over the Boston Bruins in Game 7.,20190612
3,Election 2020,Trump Says He Would Listen to Foreign Informants About Rivals,"President Trump said his campaign might be willing to accept information from foreign governments that was damaging to his 2020 rivals, adding that he might not divulge such information to the FBI.",20190612
4,Schools,NYC Elite High-School Debate Simmers as Albany Session Winds Down,Advocates on both sides of one of New York City’s most fraught education issues—whether the admissions test for elite public high schools should be shelved—are scrambling to make their case to lawmakers in the last days of Albany’s legislative session.,20190612
5,Corrections,Corrections & Amplifications,"Corrections & Amplifications for the edition of June 13, 2019",20190612
6,Politics,Cuomo Says He Will Sign Overhaul of Rent Laws,"New York Gov. Andrew Cuomo said he would sign a legislative overhaul of the state’s rent-control laws, a sweeping measure that was cheered by tenants and blasted by landlords.",20190612
7,New York,Homeless Shelter Gets Green Light; Neighborhood Group Plans Appeal,A group opposed to the opening of a homeless shelter on West 58th Street in Midtown Manhattan said it would challenge a New York state appellate court decision allowing the city to move forward with the project.,20190612
8,Tech,Huawei Pulls Laptop Launch as U.S. Restrictions Sting,China’s Huawei Technologies canceled the launch of a new laptop and paused production at its personal-computer business due to restrictions on buying American components.,20190612
9,Politics,House Panel Approves Bill Overhauling Federal Flood Insurance,"Lawmakers in the House advanced a bipartisan plan to overhaul the federal flood-insurance program, which has struggled to keep pace with record disaster payouts in recent years.",20190612
10,Review & Outlook,Wells Fargo: Help Wanted,In which we attempt to help the bank attract a new CEO.,20190612
11,Review & Outlook,Biden Takes On ‘Trump’s Tariffs’,The Democrat seems to think protectionism isn’t popular in Iowa.,20190612
12,Review & Outlook,Cory Booker Wants to Pay Your Rent,Subsidizing leases above 30% of income will push prices higher.,20190612
13,Pro VC MA IPOs,Cybersecurity Firm CrowdStrike Soars in Wall Street Debut,"The cybersecurity specialist’s shares leapt 71% above their IPO price in their Wall Street debut, valuing the company at roughly $11.6 billion.",20190612
14,Markets,Busy IPO Market Offers Lifeline to Troubled Retailers,"A thriving market for IPOs is helping ease tensions between a pair of struggling retailers and their lenders, as Neiman Marcus and PetSmart explore selling their e-commerce platforms.",20190612
15,U.S.,Suspect in Louisiana Church Fires Faces Federal Hate-Crime Charges,The son of a Louisiana sheriff’s deputy is facing federal hate-crime charges in connection with three fires that destroyed African-American churches earlier this year.,20190612
16,World,"Trump, Duda Agree on More U.S. Troops in Poland","President Trump signed an agreement to send 1,000 additional U.S. troops to Poland while treating his Polish counterpart to a military flyover at the White House as thanks for a commitment to buy F-35 jet fighters.",20190612
17,CFO Journal,CFOs Grapple With How Much Cybersecurity Spending is Enough,"Figuring out just how much money to earmark for cybersecurity has become a challenge, executives at The Wall Street Journal’s CFO Network Annual Meeting told CFO Journal.",20190612
18,U.S.,Oklahoma Army Post to Temporarily House Migrant Children,"Migrant children will be housed at an Army post in Oklahoma, as the government struggles to meet growing demands for shelter amid a sharp rise in immigrants being apprehended at the border.",20190612
19,Politics,Hope Hicks Agrees to Give Closed-Door Testimony to House Panel,"Former Trump aide Hope Hicks has agreed to provide closed-door testimony to the House Judiciary Committee, the panel’s chairman said, a small breakthrough for congressional Democrats frustrated by the White House’s resistance to their efforts to investigate President Trump.",20190612
20,Opinion,An Abortion Red Herring in Alabama,The real story behind Hugh Culverhouse’s rejected donation to the state law school.,20190612
21,Wonder Land,The Trump-Biden Smackdown,"Trump’s slurs pushed Cruz, Rubio and Bush off their games. Don’t expect Biden to crack.",20190612
22,Opinion,John Dean’s Watergate Business Model,He’s made a career of comparing every GOP president to the one he went to prison for.,20190612
23,Opinion,The Economist Who Helped Me Find My Calling,Martin Feldstein taught me how rigorous analysis can shape policy and improve the lives of millions.,20190612
24,Bookshelf,‘Conscience’ Review: Wired to Care,Observing rules aimed at the survival of our species seems to elicit pleasurable brain chemicals. Does this mean morality has its basis in oxytocin?,20190612
25,Opinion,Four Decades of Economic Wisdom From Martin Feldstein,"Thoughts on the Reagan White House, inflation, Indian economic reform and America’s debt crisis.",20190612
26,Business,Walmart to Fold Jet.com Staff Into Operations,"Walmart is absorbing what remains of Jet.com staff into the rest of its operations, winding down the startup it bought for $3.3 billion three years ago while continuing to run the Jet.com website.",20190612
27,Heard on the Street,RH’s Restoration Is Back on Track,"RH, formerly Restoration Hardware, sent short-sellers fleeing once again. Management might have earned the benefit of the doubt.",20190612
28,Earnings,"Lululemon Reports Higher Sales, Raises Full-Year Outlook",Lululemon Athletica raised its outlook for the current fiscal year after the athletic-apparel company said growth from online purchases and sales of its core leggings and joggers boosted results in the latest period.,20190612
29,Middle East,Iran Presses Japan to Break With U.S. Sanctions on Tehran,"Iran’s president pressed Shinzo Abe, Japan’s prime minister, to break with U.S. economic sanctions on Tehran, highlighting the challenge Mr. Abe faces in trying to help ease a military standoff between the U.S. and Iran.",20190612
