,section,headline,summary,date
0,Latin America,"In Mexico’s South, Police Check Buses, Trains in Migrant Crackdown","Growing numbers of illegal immigrants are being detained along the key routes used by asylum seekers and human smugglers as President Andrés Manuel López Obrador, under heavy pressure from President Trump, steps up efforts to stem the flow of migrants heading for the U.S.",20190610
1,National Security,Border Agency Cyberattack Likely Exposed Traveler Photos,A federal subcontractor working for U.S. Customs and Border Protection suffered a cyberattack that likely compromised tens of thousands of photos of travelers’ faces and their vehicles’ license plates.,20190610
2,Journal Reports: Wealth Management,Companies Turn to Internal Crowdsourcing to Pick Best New Ideas,"By using a system modeled after websites such as Kickstarter, companies allow employees to have a say in which projects deserve to be funded.",20190610
3,Journal Reports: Wealth Management,What Your Face May Tell Lenders About Whether You’re Creditworthy,How one of the world’s largest insurers uses facial-recognition technology on potential customers to assess risk.,20190610
4,Journal Reports: Wealth Management,‘Smart’ Technology Could Change the Future of City Finances,"For one thing, the technology may save enough money so that city projects will be able to pay for themselves.",20190610
5,Schools,"NYC Mayor Adopts Some Ideas to Diversify Schools, But Toughest Issues Are Still Under Review",Mayor Bill de Blasio said Monday he would adopt 62 recommendations from an advisory group he created two years ago to find ways to diversify schools in the nation’s largest district.,20190610
6,Corrections,Corrections & Amplifications,"Corrections & Amplifications for the edition of June 11, 2019",20190610
7,New York,Pilot in Manhattan Helicopter Crash Was Skilled Flier,The pilot who was killed when his helicopter crashed on the roof of a Midtown Manhattan skyscraper was known as a skilled flier who fought fires in his spare time.,20190610
8,Slideshow,Photos: Midtown Scene After a Helicopter Crash,"Photos from the scene of a helicopter crash in Midtown Manhattan. At least one person was killed, officials said.",20190610
9,Heard on the Street,United Technologies-Raytheon Merger Builds Scale for Scale’s Sake,"The proposed merger between United Technologies and Raytheon to create the U.S.’s second-biggest aerospace-and-defense company should be easy for regulators to swallow: There is little overlap between the two. For the same reason, investors should be skeptical.",20190610
10,Tech,Intel Agrees to Acquire Networking Startup Barefoot Networks,Intel is buying startup Barefoot Networks in a bid to scale up the smaller company’s networking-chip technology and compete with Broadcom.,20190610
