,section,headline,summary,date
0,NBA,Pelicans Guard Dejean-Jones Fatally Shot in Dallas,The New Orleans rookie broke down an apartment door and was shot by a man who was living there.,20160528
1,New York Mets,Mets Trade for Padres First Baseman James Loney,"With their usual first baseman Lucas Duda on the shelf with a back injury, the Mets traded for James Loney of the Padres, but is the addition an upgrade from New York’s other options?",20160528
2,Tennis,Williams Sisters Reach Second Week of French Open,"Serena and Venus Williams won their third-round singles matches, marking the first time since 2010 that both will be playing in the second week of the tournament.",20160528
3,Sports,Eight Russian Athletes Test Positive for Doping in 2012 Olympics,The Russian Olympic Committee said its was officially informed by the International Olympic Committee that eight samples from Russian athletes in three sports tested positive.,20160528
4,U.S.,Michigan Pushes Bills to Allow for Public Sales of Driverless Cars,Michigan is preparing for the advent of self-driving cars by pushing legislation to allow for public sales and operation—a significant expansion beyond an existing state law that sanctions such vehicles for testing only.,20160528
5,Europe,Migrant Killed by Truck in Calais,"An Afghan man was killed after being hit by a truck on a freeway near the French coastal town of Calais in an apparent attempt to sneak onto a vehicle bound for the U.K., officials said.",20160528
6,Tri-State Area,Body Recovered After Crash of WWII-Era Plane in Hudson,The body pulled from a World War-II era plane that crashed Friday evening in the Hudson River was identified Saturday as a 56-year-old pilot from Florida.,20160528
7,World,U.N. Health Agency Rejects Call to Postpone Rio Olympics,The World Health Organization says there is ‘no public health justification’ for postponing or canceling the Rio de Janeiro Olympics because of the Zika outbreak.,20160528
8,World,Former Argentine Dictator Sentenced,"Argentina’s last dictator and 14 other former military officials were sentenced  for human-rights crimes, marking the first time a court has ruled that Operation Condor was a criminal conspiracy to forcibly disappear people across international borders.",20160528
9,Abreast of the Market,Fueling Oil’s Push to $50: Fear Is Back,"Oil-supply outages are at their highest level in more than a decade, even as spare capacity dwindles. That is bolstering the “fear premium” that has helped push crude prices to $50 a barrel.",20160528
10,Tri-State Area,Small Plane Crashes in Hudson River,"A World War II-era airplane crashed Friday night into the Hudson River night about 2 miles south of the George Washington Bridge, authorities said.",20160528
11,Opinion,Pepper...and Salt,Pepper...and Salt,20160528
12,Whats News World Wide,What’s News: World-Wide,What’s News: World-Wide,20160528
13,Tech,Cellphone-Cancer Link Found in Government Study,"A major U.S. government study on rats has found a link between cellphones and cancer, an explosive finding in the long-running debate about whether mobile phones cause health effects.",20160528
14,Whats News Business Finance,What’s News: Business & Finance,What’s News: Business & Finance,20160528
15,Soccer,Real Madrid Wins Champions League Title,"Spanish soccer club Real Madrid won its 11th Champions League title on Saturday in Milan, defeating crosstown rival Atlético Madrid on penalties after extra time ended drawn.",20160528
16,Election 2016,Old Republican Bill Weld Faces Skeptics as a New Libertarian,"In his bid to become the vice presidential nominee of the Libertarian Party, former Massachusetts Gov. Bill Weld is facing a trial by fire in the quirky internal politics of his adopted party.",20160528
17,World,Obama: Memory of Hiroshima Bombing ‘Must Never Fade’,"In the first visit to Hiroshima, Japan, by a sitting U.S. president, Barack Obama mourned the victims of the atomic bombing on Aug. 6, 1945.",20160528
18,Business,New U.S. Study Fans Cellphone Cancer Worries,"A new study found “low incidences” of two types of tumors in rats exposed to low-level radio waves emitted by cellphones, but many scientists said it was too soon to draw sweeping conclusions from the results.",20160528
19,Election 2016,Behind Mitt Romney’s Increasingly Lonely Challenge to Donald Trump,The 2012 GOP presidential nominee reflects on the waves he created by attacking the 2016 candidate and how he increasingly finds himself a voice in the wilderness.,20160528
