,section,headline,summary,date
0,Politics,New York Lawmakers Wrap Up Work on Bills,"Lawmakers worked into the night on the last scheduled day of the legislative session, passing a farmworker rights bill and taking up measures that would make it easier to bring workplace harassment claims and extend the statute of limitations on rape.",20190619
1,Tech,Oracle’s Revenue Beats Targets in Latest Quarter,Oracle reported stronger-than-expected sales and beat profit targets for its latest quarter as the business-software giant’s fast-growing new businesses offset declining old ones.,20190619
2,Credit Markets,U.S. Government Bond Yields Fall After Fed Decision,"Ten-year Treasury yields fell below 2% for the first time since late 2016 after the Fed stood pat on its benchmark rate but opened the door to a near-term-cut, the latest milestone in this year’s global government bond rally.",20190619
3,Canada,Canadian Vessels Pass Through Taiwan Strait,"Two Canadian naval ships passed through the Taiwan Strait this week, the first such trip by Canadian vessels in the contentious waterway since ties between Ottawa and Beijing deteriorated.",20190619
4,Pro Bankruptcy Bankruptcy,"Cities, States Denied Committee Seats in Opioid Maker’s Bankruptcy","Lawyers for states and towns across the U.S. were sent packing early Wednesday at a meeting in Wilmington, Del., where a bankruptcy overseer from the Justice Department was picking which creditors who will have the loudest voice in the first chapter 11 filing stemming from the opioid crisis.",20190619
5,Corrections,Corrections & Amplifications,"Corrections & Amplifications for the edition of June 20, 2019",20190619
6,Latin America,"Mexico Ratifies Trade Pact with U.S., Canada","Mexico’s Senate overwhelmingly voted for a broad revision of trade rules between the United States, Canada and Mexico—making the nation the first of the three partners to ratify the pact designed to replace the North American Free Trade Agreement.",20190619
7,World,Rocket Strikes at Site of Foreign Oil Firms in Iraq,"A rocket hit a compound in southern Iraq used by Exxon Mobil and other international oil firms, heightening fears among Iraqi officials that tensions between the U.S. and Iran would spill into their country.",20190619
8,House Of The Day,A Virginia Colonial Pays Homage to a Time Long Ago,"The owners of this Colonial-style estate in Fairfax Station, Va. designed the ‘home of their dreams’ after their children left for college. It is listed for $4.1 million.",20190619
9,U.S.,PG&E Retires Power Line Blamed for California’s Deadliest Wildfire,PG&E has permanently retired the high-voltage power line that sparked the deadliest wildfire in California’s history after detailed inspections revealed serious problems on that transmission line and others.,20190619
10,Review & Outlook,A Second Term for What?,Trump can’t win by relitigating 2016 and playing only to his base.,20190619
11,Review & Outlook,A Split Fed Decision,The Fed can’t save the economy from bad trade policy.,20190619
12,Review & Outlook,This Wolf Vetoes as a Wolf,Pennsylvania’s Governor nixes scholarships for more children.,20190619
13,Review & Outlook,How China Treats a Friend,Duterte kowtows as Beijing bullies Manila in the South China Sea.,20190619
14,Markets,"Fed, Congress Promise Scrutiny of Facebook Cryptocurrency","The social network began to learn how Washington will check its push into digital currencies, with leaders of the Federal Reserve and an influential Senate committee saying they will scrutinize its rollout.",20190619
15,Bookshelf,‘A Good American Family’ Review: Ensnared by the Scare,A thoughtful family history centered on a Midwestern communist’s fateful encounter with the House Un-American Activities Committee.,20190619
16,Opinion,Hunting Elephants Will Help Them Survive,"They’re magnificent creatures, but Botswana has too many of them in the wrong places.",20190619
17,Opinion,"Accusing the New York Times of ‘Treason,’ Trump Crosses a Line",The Founders considered it the gravest of crimes. Tossing the charge around is irresponsible and wrong.,20190619
18,Opinion,More States Are Up for Grabs in 2020,"The GOP must not take Georgia, North Carolina, Texas or Florida for granted.",20190619
19,Opinion,Empower Regulators to Stop Risky Financial Business,"The FSOC, created by the Dodd-Frank Act of 2010, doesn’t have enough power to do the job right.",20190619
20,Wonder Land,Trump’s ‘Sleepy Joe’ Problem,"For voters disturbed by the daily rocking of political life, Biden is offering a timeout.",20190619
21,Opinion,Science Saves an Old Chestnut,Genetic engineering rescues a tree from a threatening fungus.,20190619
22,Opinion,NotableQuotable: Elders for President,‘They have chosen the way of vanity and self-indulgence.’,20190619
23,Business,Merck Seeks More Deals as It Expands Its Cancer Treatments Portfolio,"Merck is searching for small and midsize deals, including more transactions aimed at expanding its portfolio of cancer treatments beyond the company’s top-selling product Keytruda.",20190619
24,Politics,Lighthizer Plans Call With Chinese Counterpart Ahead of Trump-Xi Talks,"President Trump’s top trade negotiator, Robert Lighthizer, said he plans to contact his Chinese counterpart to chart a path forward in the two nations’ trade dispute as the Trump administration gears up for a high-level meeting next week.",20190619
25,CIO Journal,IBM CIO Focuses on User Experience to Keep Staff Happy,"Fletcher Previn, IBM’s chief information officer, is prioritizing design thinking and the user experience in the development of internal applications and systems, in an effort to attract and retain employees.",20190619
26,Economy,"Women Working Longer Hours, Sleeping Less, as They Juggle Commitments","Working women put in longer hours on the job last year, spent more time caring for their children and did more work around the house. They also spent less time relaxing or socializing—and less time sleeping, according to the annual American Time Use Survey.",20190619
27,Latin America,"Guatemala, U.S. Discuss Controversial Migrant Deal","Under safe-third-country treaty, the violence-racked Central American nation would require asylum seekers from Honduras and El Salvador to make their claims there.",20190619
